"position.disgap","Type","LateralAcc"
-195,"Max",-1.83064227360672
-185,"Max",-1.82889137888754
-175,"Max",-1.11350306814706
-165,"Max",-1.19348365244576
-155,"Max",-1.4881011266814
-145,"Max",-1.41167757712885
-135,"Max",-1.10906319979003
-125,"Max",-0.000574504563524047
-115,"Max",0
-105,"Max",-1.3889403971974
-95,"Max",-0.00619322283958454
-85,"Max",-0.00524283411459485
-75,"Max",-0.00519032441136852
-65,"Max",-1.38100344114728
-55,"Max",-0.00422041104429396
-45,"Max",-1.10317524059306
-35,"Max",-0.00110135307716092
-25,"Max",-0.931590520507102
-15,"Max",-0.00116344743910641
-5,"Max",-0.000668051758795337
5,"Max",-0.733665698689205
15,"Max",-0.000113855372515718
25,"Max",-0.916285347090189
35,"Max",-0.000662329016931152
45,"Max",0
55,"Max",-0.000601765830273139
65,"Max",0
75,"Max",0
85,"Max",0
95,"Max",0
105,"Max",0
115,"Max",0
125,"Max",-0.000167386237956073
135,"Max",-0.000497344141138747
145,"Max",-0.000821971024748975
155,"Max",-0.000330991661001733
165,"Max",-1.13690722277599e-05
175,"Max",-0.000564085697675775
185,"Max",-0.00155010535788215
195,"Max",-2.88693097054734
-195,"P85",-1.84922945532903
-185,"P85",-1.84518740117762
-175,"P85",-1.27805408959356
-165,"P85",-1.30085761393653
-155,"P85",-1.69306577664001
-145,"P85",-1.45769168521402
-135,"P85",-1.15652449689207
-125,"P85",-0.00108287384056575
-115,"P85",-0.00147217535505785
-105,"P85",-1.66194859816495
-95,"P85",-3.319317701462
-85,"P85",-1.10223854629576
-75,"P85",-0.00586358219947411
-65,"P85",-1.65420784883603
-55,"P85",-0.00605998039119825
-45,"P85",-1.56126662118296
-35,"P85",-3.30659868114052
-25,"P85",-1.1986408470368
-15,"P85",-1.1763200810748
-5,"P85",-0.00117617705112833
5,"P85",-0.765140263615079
15,"P85",-0.000133405652734089
25,"P85",-0.923780979269588
35,"P85",-0.000672398398258883
45,"P85",-0.000736081294966269
55,"P85",-0.000877925061839114
65,"P85",-0.00142930190967074
75,"P85",-9.88109243403608e-05
85,"P85",-0.0001644418757922
95,"P85",-0.000294891983047818
105,"P85",-0.00087199259325409
115,"P85",-0.000404308534527689
125,"P85",-0.00018160619087123
135,"P85",-0.000543234159403136
145,"P85",-0.00115830982725638
155,"P85",-0.000363842192957491
165,"P85",-0.00255680685713857
175,"P85",-0.000708701939449889
185,"P85",-0.00175034149664844
195,"P85",-2.91189693410133
-195,"Median",-1.89026172570075
-185,"Median",-1.88800968716943
-175,"Median",-1.88756646830814
-165,"Median",-1.85032957931685
-155,"Median",-1.88438987077009
-145,"Median",-1.83016259749549
-135,"Median",-1.88027212284035
-125,"Median",-1.4099290033268
-115,"Median",-0.938422684106251
-105,"Median",-1.8758712570803
-95,"Median",-5.55725389004939
-85,"Median",-5.55695671355414
-75,"Median",-1.40306931106882
-65,"Median",-13.1337587340941
-55,"Median",-5.50965905130634
-45,"Median",-1.9633815953388
-35,"Median",-5.51587620296218
-25,"Median",-1.85319547405216
-15,"Median",-7.40662068832918
-5,"Median",-0.787637989874195
5,"Median",-0.789169378545147
15,"Median",-0.00121444365187013
25,"Median",-2.22574355513998
35,"Median",-0.00103645416505358
45,"Median",-0.00202696971303144
55,"Median",-0.00295447978734808
65,"Median",-0.00326357647664264
75,"Median",-0.00118321178915759
85,"Median",-0.00238261442807114
95,"Median",-0.00053912528439682
105,"Median",-2.6015856464339
115,"Median",-0.00198021988844835
125,"Median",-0.000690818526718782
135,"Median",-0.000998537287897208
145,"Median",-0.783963060778874
155,"Median",-0.00127628621356582
165,"Median",-0.908813599684073
175,"Median",-0.000939503406894639
185,"Median",-0.00232397297318212
195,"Median",-3.15385809704549
-195,"Avg",-2.62554168834474
-185,"Avg",-2.6234726878567
-175,"Avg",-2.37352427953181
-165,"Avg",-3.12654386795401
-155,"Avg",-3.26203960270753
-145,"Avg",-2.42700232911064
-135,"Avg",-3.04444978150532
-125,"Avg",-4.82680814450845
-115,"Avg",-2.39249909296995
-105,"Avg",-5.27708693673671
-95,"Avg",-5.12260744868852
-85,"Avg",-4.39046864225843
-75,"Avg",-1.7879724264637
-65,"Avg",-10.4380346043375
-55,"Avg",-5.71912543126684
-45,"Avg",-5.54508416076575
-35,"Avg",-5.33628269575806
-25,"Avg",-5.22743938378567
-15,"Avg",-7.38178684536214
-5,"Avg",-1.90825426059445
5,"Avg",-3.41639864806189
15,"Avg",-1.71617494661684
25,"Avg",-2.90845692570578
35,"Avg",-0.635367062248475
45,"Avg",-1.70840610835337
55,"Avg",-2.22742760984413
65,"Avg",-3.24909409005007
75,"Avg",-0.000959786273102572
85,"Avg",-3.16294389040631
95,"Avg",-0.15958797926643
105,"Avg",-2.68957530800258
115,"Avg",-1.66082585558549
125,"Avg",-2.84706359126084
135,"Avg",-0.00110366698595554
145,"Avg",-2.94322385957339
155,"Avg",-1.45093451783546
165,"Avg",-1.89149767135955
175,"Avg",-1.6682304833723
185,"Avg",-0.521559193967867
195,"Avg",-3.54196533722958
-195,"Min",-5.55079381583829
-185,"Min",-5.55149811081729
-175,"Min",-5.4879229708122
-165,"Min",-5.65707797773683
-155,"Min",-5.55448721121965
