"position.disgap","Type","LateralAcc"
-145,"Min",-5.54837619696184
-135,"Min",-5.55310866516768
-125,"Min",-17.1679160455708
-115,"Min",-5.53895788747476
-105,"Min",-19.2996059056827
-95,"Min",-8.59743467167234
-85,"Min",-8.6332290555555
-75,"Min",-5.55682732018539
-65,"Min",-18.4721929507489
-55,"Min",-17.5168324749643
-45,"Min",-17.233962652598
-35,"Min",-9.75839887576216
-25,"Min",-16.4548992497451
-15,"Min",-17.2810976173106
-5,"Min",-7.82442648999415
5,"Min",-7.41522222722145
15,"Min",-8.57779943442785
25,"Min",-5.41639291622537
35,"Min",-3.17268495536558
45,"Min",-8.53592278829746
55,"Min",-8.54739814996207
65,"Min",-8.53983535514804
75,"Min",-0.00178597675059282
85,"Min",-8.44729227485784
95,"Min",-0.796150712676807
105,"Min",-7.3163617447381
115,"Min",-7.23129266568236
125,"Min",-7.67058768092503
135,"Min",-0.00225260894577184
145,"Min",-7.16064484728215
155,"Min",-7.25001041938508
165,"Min",-7.58051575208629
175,"Min",-8.33790369416163
185,"Min",-1.81401302926913
195,"Min",-5.56894078034644
