"position.disgap","Type","Steering"
-195,"Max",0.001
-185,"Max",0.004
-175,"Max",0.004
-165,"Max",0.004
-155,"Max",0.000954545454545455
-145,"Max",0.00373684210526316
-135,"Max",0.00415
-125,"Max",0.005
-115,"Max",0.00492857142857143
-105,"Max",0.005
-95,"Max",0.00614285714285714
-85,"Max",0.007
-75,"Max",0.00566666666666667
-65,"Max",0.00694444444444444
-55,"Max",0.0035
-45,"Max",0.00228571428571429
-35,"Max",0.00392857142857143
-25,"Max",0.003
-15,"Max",0.00282608695652174
-5,"Max",9e-04
5,"Max",0.0032
15,"Max",0.00805882352941176
25,"Max",0.00588888888888889
35,"Max",0.004
45,"Max",0.0053
55,"Max",0.0045
65,"Max",0.00453333333333333
75,"Max",0.003
85,"Max",-0.000818181818181818
95,"Max",-0.00115384615384615
105,"Max",-0.002
115,"Max",-0.002
125,"Max",0.00227777777777778
135,"Max",0.003
145,"Max",0.00221428571428571
155,"Max",0.00241666666666667
165,"Max",0.002
175,"Max",0.00413333333333333
185,"Max",0.005
195,"Max",0.0042
-195,"P85",0.00025
-185,"P85",0.0015
-175,"P85",0.00198863636363636
-165,"P85",0.001
-155,"P85",0.000238636363636364
-145,"P85",0.000934210526315789
-135,"P85",0.0040375
-125,"P85",0.00367045454545455
-115,"P85",0.00348214285714286
-105,"P85",0.0035
-95,"P85",0.00378571428571429
-85,"P85",0.00328571428571429
-75,"P85",0.00496929824561404
-65,"P85",0.00504493464052288
-55,"P85",0.002375
-45,"P85",0.00132142857142857
-35,"P85",0.00215605590062112
-25,"P85",0.00275
-15,"P85",-0.000588932806324111
-5,"P85",-0.000231521739130435
5,"P85",0.0023
15,"P85",0.00576470588235294
25,"P85",0.00478104575163399
35,"P85",0.00367
45,"P85",0.00523571428571429
55,"P85",0.00425735294117647
65,"P85",0.0032469696969697
75,"P85",0.00075
85,"P85",-0.000954545454545455
95,"P85",-0.00131477732793522
105,"P85",-0.00275
115,"P85",-0.00232142857142857
125,"P85",0.00105982905982906
135,"P85",3e-04
145,"P85",0.000668956043956044
155,"P85",0.00210416666666667
165,"P85",0.00125
175,"P85",0.00178333333333333
185,"P85",0.00398214285714286
195,"P85",0.00266538461538462
-195,"Median",-0.000928571428571429
-185,"Median",-0.000326086956521739
-175,"Median",-2.27272727272727e-05
-165,"Median",-0.00127272727272727
-155,"Median",-0.00242857142857143
-145,"Median",-5e-04
-135,"Median",0.00142613636363636
-125,"Median",0.003
-115,"Median",0.000566666666666667
-105,"Median",0.000230769230769231
-95,"Median",-0.000942307692307692
-85,"Median",-0.000227272727272727
-75,"Median",0.00142857142857143
-65,"Median",0.0025
-55,"Median",-9.99999999999999e-05
-45,"Median",-0.000123188405797101
-35,"Median",9.375e-05
-25,"Median",0.000875494071146245
-15,"Median",-0.00227971014492754
-5,"Median",-0.00106521739130435
5,"Median",0.000523809523809524
15,"Median",0.00384090909090909
25,"Median",0.00369230769230769
35,"Median",0.00263888888888889
45,"Median",0.00284090909090909
55,"Median",0.00241666666666667
65,"Median",0.000699346405228758
75,"Median",-0.00228
85,"Median",-0.00163461538461538
95,"Median",-0.00329411764705882
105,"Median",-0.00375
115,"Median",-0.00273076923076923
125,"Median",-0.00128571428571429
135,"Median",-0.0013
145,"Median",-0.0033125
155,"Median",-0.00286666666666667
165,"Median",-0.00161571428571429
175,"Median",-6.66666666666667e-05
185,"Median",0.00116071428571429
195,"Median",-0.000318452380952381
-195,"Avg",-0.00158543417366947
-185,"Avg",-0.00124956866804693
-175,"Avg",-0.000276767676767677
-165,"Avg",-0.000971014492753623
-155,"Avg",-0.00239595719710809
-145,"Avg",-0.00155786931095856
-135,"Avg",0.00162260101010101
-125,"Avg",0.00251565656565657
-115,"Avg",0.00104062049062049
-105,"Avg",-0.000343531468531469
-95,"Avg",-0.000616379996814779
-85,"Avg",0.000946067821067821
-75,"Avg",0.00166992415161752
-65,"Avg",0.000755020365634176
-55,"Avg",-0.000545238095238095
-45,"Avg",-0.00036381412468369
-35,"Avg",2.65916149068323e-05
-25,"Avg",0.000332109134826526
-15,"Avg",-0.00223112373737374
-5,"Avg",-0.00169311321782718
5,"Avg",-0.000229563492063492
15,"Avg",0.00269931411299698
25,"Avg",0.00229537091685429
35,"Avg",0.00214657407407407
45,"Avg",0.00226879509379509
55,"Avg",0.0021316339869281
65,"Avg",0.001222256882551
75,"Avg",-0.00146
85,"Avg",-0.00222885447885448
95,"Avg",-0.0038556100658887
105,"Avg",-0.00458333333333333
115,"Avg",-0.00328096034400382
125,"Avg",-0.00120919820919821
