"position.disgap","Type","AvgLongitudinalSpeed"
-195,"Max",83.4420586709508
-185,"Max",84.1020522981434
-175,"Max",84.8502912161169
-165,"Max",85.5265750587329
-155,"Max",86.0303044649906
-145,"Max",86.3681163770796
-135,"Max",86.3578299457455
-125,"Max",85.9131675334237
-115,"Max",85.4043076344221
-105,"Max",83.9185458424193
-95,"Max",81.7077399495328
-85,"Max",81.840802179345
-75,"Max",81.9727272107822
-65,"Max",82.0878883655496
-55,"Max",82.1393512697601
-45,"Max",81.8240259683493
-35,"Max",81.4744813336911
-25,"Max",81.1210876608361
-15,"Max",80.7695305889785
-5,"Max",80.3928963411095
5,"Max",80.0986416416038
15,"Max",79.726604385721
25,"Max",77.7887302579688
35,"Max",73.4846494842868
45,"Max",68.2952137696664
55,"Max",63.455628689105
65,"Max",60.6251650426292
75,"Max",59.8884155272251
85,"Max",59.547852625636
95,"Max",58.4363547992845
105,"Max",57.0965195365996
115,"Max",52.7839672326036
125,"Max",50.7078335960608
135,"Max",50.3631137482922
145,"Max",50.0327788716096
155,"Max",49.6916764838685
165,"Max",49.3851080107663
175,"Max",49.1282150727768
185,"Max",48.9078095941323
195,"Max",48.7485968086244
-195,"P85",82.3980648532545
-185,"P85",82.9865470394472
-175,"P85",83.2211644154231
-165,"P85",83.2701763951768
-155,"P85",83.2341388495579
-145,"P85",83.0616799652281
-135,"P85",82.7970705519682
-125,"P85",82.4280839300197
-115,"P85",82.4130653688499
-105,"P85",82.1527965755513
-95,"P85",80.9917391146882
-85,"P85",80.2707270168738
-75,"P85",80.0141248340373
-65,"P85",79.7802225910737
-55,"P85",79.532311462812
-45,"P85",79.2070699270825
-35,"P85",78.8519508575119
-25,"P85",78.5104931497683
-15,"P85",78.1552691509083
-5,"P85",77.8688399763109
5,"P85",77.4978290225372
15,"P85",75.9234620671914
25,"P85",72.280810139781
35,"P85",67.2452937354395
45,"P85",62.1683980844233
55,"P85",60.7026386045707
65,"P85",59.7426131776391
75,"P85",59.3048430429329
85,"P85",58.9725271615521
95,"P85",57.9306105733031
105,"P85",55.213111853919
115,"P85",51.6253152625776
125,"P85",49.6277956753394
135,"P85",49.2670816743554
145,"P85",48.9309873919866
155,"P85",48.6084720055134
165,"P85",48.3281920626252
175,"P85",48.0997642914605
185,"P85",47.9500441032446
195,"P85",47.8990550913076
-195,"Median",80.1353292488589
-185,"Median",80.1951879093672
-175,"Median",80.1499889840364
-165,"Median",80.2106371809211
-155,"Median",80.3628022385057
-145,"Median",80.5065424925612
-135,"Median",80.6591726312391
-125,"Median",80.8053637983281
-115,"Median",80.6953624253705
-105,"Median",80.4761636254388
-95,"Median",80.0877743543351
-85,"Median",78.3810528081152
-75,"Median",77.4354207140971
-65,"Median",77.0854761335064
-55,"Median",76.7489766696217
-45,"Median",76.0320168112019
-35,"Median",74.0541687232283
-25,"Median",71.0427206900637
-15,"Median",67.0249085188113
-5,"Median",64.8427891058948
5,"Median",62.4896445793012
15,"Median",59.9797312920448
25,"Median",57.4883972325507
35,"Median",55.6147599080103
45,"Median",54.556442446958
55,"Median",51.3553211591169
65,"Median",49.6677227333279
75,"Median",49.7385969515912
85,"Median",49.7988103517082
95,"Median",49.8569228175299
105,"Median",49.8825574852567
115,"Median",49.7990692574732
125,"Median",48.1163158280685
135,"Median",48.0149426880602
145,"Median",47.7642511838376
155,"Median",47.497851954277
165,"Median",47.2724780950659
175,"Median",47.1024169712826
185,"Median",46.9931588256754
195,"Median",47.0784303411192
-195,"Avg",80.6167851396848
