"position.disgap","Type","AvgLateralSpeed"
-195,"Max",0.371475268562212
-185,"Max",0.438574144627766
-175,"Max",0.15811843756455
-165,"Max",0.148998012417932
-155,"Max",0.200248238801359
-145,"Max",0.182350988252086
-135,"Max",0.145139751767872
-125,"Max",0.144350957456358
-115,"Max",0.149974974498358
-105,"Max",0.148956752527012
-95,"Max",0.147070052538719
-85,"Max",0.144924776260749
-75,"Max",0.308706946370899
-65,"Max",0.317405445737987
-55,"Max",0.76864708079957
-45,"Max",0.776211371472442
-35,"Max",0.601049617640189
-25,"Max",0.504277670352512
-15,"Max",0.164202727165193
-5,"Max",-0.157916619439848
5,"Max",0.110287954161759
15,"Max",0.227253649160104
25,"Max",0.229881153857267
35,"Max",0.231967936227763
45,"Max",0.231880775111621
55,"Max",0.149233230947498
65,"Max",-0.00480422966644713
75,"Max",-0.0204589386836649
85,"Max",-0.193712341888145
95,"Max",-0.0377865724735625
105,"Max",-0.159797817785116
115,"Max",-0.249707327400092
125,"Max",-0.369136850177944
135,"Max",-0.359087445825937
145,"Max",-0.363663512052152
155,"Max",-0.420185152386743
165,"Max",-0.331560806196013
175,"Max",-0.110844803529908
185,"Max",-0.00430865285000108
195,"Max",-0.0742692182444375
-195,"P85",0.367122608617824
-185,"P85",0.231541315970482
-175,"P85",0.147545237500053
-165,"P85",0.145066243867224
-155,"P85",0.158902200460801
-145,"P85",0.154690477776509
-135,"P85",0.0924442934680126
-125,"P85",0.132784435839207
-115,"P85",0.145122389095377
-105,"P85",0.144854186500962
-95,"P85",0.125895374108722
-85,"P85",0.0668354070513606
-75,"P85",0.085943380335008
-65,"P85",0.239507536110144
-55,"P85",0.388476630255126
-45,"P85",0.500933174565608
-35,"P85",0.514538565501058
-25,"P85",0.265455651443314
-15,"P85",-0.0653071192849932
-5,"P85",-0.540996853127273
5,"P85",-0.45546075228387
15,"P85",-0.111039314867298
25,"P85",-0.027769917180001
35,"P85",0.0556337794467618
45,"P85",0.143324782070864
55,"P85",0.0901498702580082
65,"P85",-0.0496961669628067
75,"P85",-0.211121024127502
85,"P85",-0.196586437550595
95,"P85",-0.314017270892766
105,"P85",-0.302715383976698
115,"P85",-0.310761248218431
125,"P85",-0.483099393394377
135,"P85",-0.468632396383004
145,"P85",-0.374773223688873
155,"P85",-0.516877277622314
165,"P85",-0.452440855452251
175,"P85",-0.176135747259745
185,"P85",-0.213228408184124
195,"P85",-0.401483925529458
-195,"Median",0.153132266839745
-185,"Median",0.0433845934374485
-175,"Median",-0.0612403144160857
-165,"Median",-0.00428190116496057
-155,"Median",-0.0544184007112299
-145,"Median",-0.0160984988994457
-135,"Median",-0.0343572238004842
-125,"Median",0.0686419930318918
-115,"Median",0.102413532408059
-105,"Median",0.0296084547186871
-95,"Median",-0.0447594780981916
-85,"Median",-0.0549029451567615
-75,"Median",-0.0693137886836646
-65,"Median",0.0190319659906749
-55,"Median",0.239123198628821
-45,"Median",0.315446128914007
-35,"Median",0.45990632191339
-25,"Median",-0.0145734752869519
-15,"Median",-0.31626563705565
-5,"Median",-0.754334908316424
5,"Median",-0.914936767250629
15,"Median",-0.671488716093018
25,"Median",-0.35967256150978
35,"Median",-0.200333407797132
45,"Median",-0.0426882980866953
55,"Median",-0.26962974278092
65,"Median",-0.334256218035752
75,"Median",-0.399215318205097
85,"Median",-0.315055875696358
95,"Median",-0.495579227756594
105,"Median",-0.959136419823607
115,"Median",-1.02008573349639
125,"Median",-0.794427577420318
135,"Median",-0.726878232517907
145,"Median",-0.694749118999134
155,"Median",-0.654984820710431
165,"Median",-0.613511982516734
175,"Median",-0.464410710350268
185,"Median",-0.425351077077637
195,"Median",-0.569472271621499
-195,"Avg",0.152744831148589
-185,"Avg",0.0512120130948277
-175,"Avg",-0.0862901267067393
-165,"Avg",-0.0338854138614936
-155,"Avg",-0.0104554961031541
-145,"Avg",0.0151587204181805
-135,"Avg",-0.00870307930351225
-125,"Avg",0.0370673911304034
-115,"Avg",0.0522251566182688
-105,"Avg",0.00496520989307907
-95,"Avg",-0.0712037827463916
-85,"Avg",-0.112522324445498
-75,"Avg",-0.126287188811286
-65,"Avg",0.000100627026774408
-55,"Avg",0.132372456011903
-45,"Avg",0.3823693217098
-35,"Avg",0.402384825980651
-25,"Avg",0.0942932553365873
-15,"Avg",-0.4178310115007
-5,"Avg",-0.970733072640888
5,"Avg",-0.949785386887443
15,"Avg",-0.769583526603349
25,"Avg",-0.754492062157203
35,"Avg",-0.674279179877918
45,"Avg",-0.420733965894385
55,"Avg",-0.350165384802302
65,"Avg",-0.31153923067024
75,"Avg",-0.394081796217367
85,"Avg",-0.509596351816639
95,"Avg",-0.59805335817474
105,"Avg",-0.770267530303516
115,"Avg",-0.81592146990595
125,"Avg",-0.798880527308068
135,"Avg",-0.724063379078479
145,"Avg",-0.650786948713039
155,"Avg",-0.656012249716373
165,"Avg",-0.60937044317602
175,"Avg",-0.492830368637977
185,"Avg",-0.468576008554285
195,"Avg",-0.545248928269815
-195,"Min",-0.0702184032068647
-185,"Min",-0.310243552806169
-175,"Min",-0.372952482911486
-165,"Min",-0.351549617258261
-155,"Min",-0.164149271509265
