"position.disgap","Type","AvgLateralSpeed"
-195,"Max",0.295576261823919
-185,"Max",0.251996895276615
-175,"Max",0.198099632685362
-165,"Max",0.152141254378649
-155,"Max",0.091458540470772
-145,"Max",0.0392542303693093
-135,"Max",0.00657795087190746
-125,"Max",0.0569276648608697
-115,"Max",0.112577064023407
-105,"Max",0.175289053877982
-95,"Max",0.244048166738166
-85,"Max",0.309590525349628
-75,"Max",0.368962914744734
-65,"Max",0.343816312428474
-55,"Max",0.214532804515933
-45,"Max",0.285279780873454
-35,"Max",0.340873529279222
-25,"Max",0.32150580437694
-15,"Max",0.165670806578956
-5,"Max",0.138366768847816
5,"Max",0.197496224449653
15,"Max",0.263777984930776
25,"Max",0.0567957873365013
35,"Max",0.118460254470207
45,"Max",0.18727410115669
55,"Max",0.23561433112154
65,"Max",0.299193897256226
75,"Max",0.349856452110144
85,"Max",0.221879988556983
95,"Max",0.211881136311485
105,"Max",0.214119691976231
115,"Max",0.235323694987825
125,"Max",0.238057158099468
135,"Max",0.0900338568253261
145,"Max",0.150351074573252
155,"Max",0.204266470793455
165,"Max",0.255124691302154
175,"Max",0.294017622416774
185,"Max",0.128311253164212
195,"Max",0.0296780370116131
-195,"P85",0.249416410107939
-185,"P85",0.249006445106467
-175,"P85",0.196958457239298
-165,"P85",0.148658691586874
-155,"P85",0.0898242033173436
-145,"P85",0.0374645229476935
-135,"P85",0.00657140505086518
-125,"P85",0.0565660335932485
-115,"P85",0.111333915409927
-105,"P85",0.174937300058987
-95,"P85",0.236421437418438
-85,"P85",0.296281013120553
-75,"P85",0.357548200686888
-65,"P85",0.262563595909836
-55,"P85",0.207362775896714
-45,"P85",0.276166684309979
-35,"P85",0.3279666286345
-25,"P85",0.316626036303552
-15,"P85",0.114147316732274
-5,"P85",0.137605943762615
5,"P85",0.179951701855525
15,"P85",0.109951207559172
25,"P85",0.0528224017997829
35,"P85",0.114937801479678
45,"P85",0.178371973152152
55,"P85",0.233688381283589
65,"P85",0.298231500493722
75,"P85",0.346350283160068
85,"P85",0.204614421407459
95,"P85",0.211340763443135
