"position.disgap","Type","AvgLateralSpeed"
105,"P85",0.207692095611483
115,"P85",0.228640182328812
125,"P85",0.113028307538149
135,"P85",0.0874072184051658
145,"P85",0.149364886439927
155,"P85",0.203672802449181
165,"P85",0.118758945350544
175,"P85",0.158336443343207
185,"P85",0.125426678290728
195,"P85",0.025780427376211
-195,"Median",0.0453674283694996
-185,"Median",0.181717389534228
-175,"Median",0.192193796119149
-165,"Median",0.144114853135491
-155,"Median",0.0872371084081555
-145,"Median",0.0350943677178669
-135,"Median",0.00514998499730546
-125,"Median",0.032921519996787
-115,"Median",-0.144999434746393
-105,"Median",0.0990037318256796
-95,"Median",0.22899626577556
-85,"Median",0.282972435837898
-75,"Median",0.346596253221897
-65,"Median",0.18481738284966
-55,"Median",0.199567245456469
-45,"Median",0.264494453824665
-35,"Median",0.0960555604026618
-25,"Median",0.0241914841672801
-15,"Median",0.0750373812198106
-5,"Median",0.0489376462125804
5,"Median",-0.0598276719188491
15,"Median",0.00419472200231843
25,"Median",-0.138115636228014
35,"Median",-0.144806906667661
45,"Median",0.0533817722738521
55,"Median",-0.0851871172201249
65,"Median",-0.0899055704754675
75,"Median",-0.125088074175217
85,"Median",0.0495657996117595
95,"Median",0.112455861292455
105,"Median",0.177358736492881
115,"Median",0.0542193466172041
125,"Median",0.0274501078207214
135,"Median",0.0850110740328816
145,"Median",0.141364434492872
155,"Median",0.0646728970115826
165,"Median",0.00763598327551818
175,"Median",0.0677819649990854
185,"Median",0.122577052550219
195,"Median",0.014406407119525
-195,"Avg",0.127582124398793
-185,"Avg",0.132034871763223
-175,"Avg",0.0902121006916412
-165,"Avg",0.0420033443508629
-155,"Avg",-0.0185507651799069
-145,"Avg",-0.0689791826965203
-135,"Avg",-0.100743131606674
-125,"Avg",-0.0547604537052092
-115,"Avg",-0.0447569924167183
-105,"Avg",0.0506947175732121
-95,"Avg",0.0721932613410814
-85,"Avg",0.137039082170889
-75,"Avg",0.198853032119571
-65,"Avg",0.201672846024967
-55,"Avg",0.187817631293785
-45,"Avg",0.164059338792121
-35,"Avg",0.137136616142268
-25,"Avg",0.139900582714394
-15,"Avg",0.0554454549488237
-5,"Avg",0.0181652987323875
5,"Avg",0.0312776831113349
15,"Avg",-0.00104680748071228
25,"Avg",-0.0979835772407004
35,"Avg",-0.0689921194103366
45,"Avg",0.00803203071835311
55,"Avg",-0.0233098392647822
65,"Avg",-0.00556698341075008
75,"Avg",0.00476418409092352
85,"Avg",0.0230665825529968
95,"Avg",0.0984855280776847
105,"Avg",0.124526034127326
115,"Avg",0.0899926188767367
125,"Avg",0.0690649848957194
135,"Avg",0.0840888109903954
145,"Avg",0.103359019380736
155,"Avg",0.0733012344680078
165,"Avg",0.058979036912943
175,"Avg",0.112044430644724
185,"Avg",0.111326162490862
195,"Avg",-0.0429305948231031
-195,"Min",0.0376781983405833
-185,"Min",-0.0104393237805591
-175,"Min",-0.0696560015540027
-165,"Min",-0.116321503218672
-155,"Min",-0.185721866308778
-145,"Min",-0.236156002408652
-135,"Min",-0.271640405024276
-125,"Min",-0.217759987480844
-115,"Min",-0.152539638705943
-105,"Min",-0.110762876110093
-95,"Min",-0.383578212604115
-85,"Min",-0.324420211135572
-75,"Min",-0.158887336682181
-65,"Min",0.119799978067859
-55,"Min",0.12336252863804
-45,"Min",-0.0900185807806259
-35,"Min",-0.037678492908707
-25,"Min",0.0189810677248778
-15,"Min",-0.075276981088484
-5,"Min",-0.117391250433536
5,"Min",-0.0864883113803877
15,"Min",-0.25234351013477
25,"Min",-0.254483857173109
35,"Min",-0.243624838193408
45,"Min",-0.192644989391753
55,"Min",-0.365294631328126
65,"Min",-0.317680026360073
75,"Min",-0.275445110240618
85,"Min",-0.205664989749468
95,"Min",-0.150989654298802
105,"Min",-0.0906688105894799
115,"Min",-0.0332361401408502
125,"Min",0.0231969535302532
135,"Min",0.0779846690580598
145,"Min",0.018185729371623
155,"Min",-0.0556959968448005
165,"Min",0.00208025716859709
175,"Min",0.06489153077114
185,"Min",0.0638169241334825
195,"Min",-0.253376876570405
