"position.disgap","Type","MaxLateralSpeed"
-195,"Max",0.324997328806254
-185,"Max",0.365348086467325
-175,"Max",0.384645990143494
-165,"Max",0.414909702019919
-155,"Max",0.295580721917199
-145,"Max",0.146954352105584
-135,"Max",0.22558581142469
-125,"Max",0.158013284381158
-115,"Max",0.142856722877408
-105,"Max",0.296461401722559
-95,"Max",0.674005194066092
-85,"Max",0.837055261665102
-75,"Max",0.832224753585898
-65,"Max",0.781570259707433
-55,"Max",0.740041603616042
-45,"Max",0.528977010175884
-35,"Max",0.461527106438128
-25,"Max",0.672484310697949
-15,"Max",0.827526218080072
-5,"Max",1.05093981175878
5,"Max",1.53388690554904
15,"Max",1.71648890184893
25,"Max",1.65834860565985
35,"Max",1.49684294450971
45,"Max",1.49391629396424
55,"Max",1.49676532631213
65,"Max",0.961574782967197
75,"Max",0.912558821173245
85,"Max",0.777359643315124
95,"Max",0.799157372327141
105,"Max",0.996925085748676
115,"Max",1.18004404812748
125,"Max",1.49672425524356
135,"Max",1.68164252602714
145,"Max",1.8014939244541
155,"Max",1.76437425094473
165,"Max",1.58442604727275
175,"Max",1.30622942881975
185,"Max",0.837174293114699
195,"Max",0.661661375207369
-195,"P85",0.22955198359634
-185,"P85",0.252445276557673
-175,"P85",0.27766464033579
-165,"P85",0.285565892520876
-155,"P85",0.28312553781512
-145,"P85",0.143919273738049
-135,"P85",0.108388109656406
-125,"P85",0.133864413897562
-115,"P85",0.110754609214229
-105,"P85",0.292192890680603
-95,"P85",0.362618873417074
-85,"P85",0.384936705202599
-75,"P85",0.384970925073502
-65,"P85",0.30520503493782
-55,"P85",0.341424173131738
-45,"P85",0.287728099137791
-35,"P85",0.438809560876259
-25,"P85",0.480064199538624
-15,"P85",0.492978337713142
-5,"P85",0.75535696520988
5,"P85",1.2361915240682
15,"P85",1.45912687226875
25,"P85",1.52812707777703
35,"P85",1.42363948327529
45,"P85",1.40475411878446
55,"P85",1.37139397301764
65,"P85",0.887309725504332
75,"P85",0.842260009948588
85,"P85",0.647385966494889
95,"P85",0.753523522971501
105,"P85",0.820182995435906
115,"P85",0.835572248508358
125,"P85",0.884025541500251
135,"P85",1.00506910700362
145,"P85",1.14076098679799
155,"P85",1.09964324663637
165,"P85",1.05036085407
175,"P85",0.967770051880966
185,"P85",0.696995567197002
195,"P85",0.325281115553032
-195,"Median",0.174924485413732
-185,"Median",0.0596689143689003
-175,"Median",0.0882898451920776
-165,"Median",0.188431402892849
-155,"Median",0.137324899084915
-145,"Median",0.102868600130447
-135,"Median",0.0610687537658365
-125,"Median",0.060309167786085
-115,"Median",0.0230935050141815
-105,"Median",0.0631989902742527
-95,"Median",0.159271136051465
-85,"Median",0.212316903851389
-75,"Median",0.189160436953718
-65,"Median",0.141285047054457
-55,"Median",0.124231878625309
-45,"Median",0.0462301677634079
-35,"Median",-0.0605411948976305
-25,"Median",-0.0302521764002148
-15,"Median",0.0758676311284259
-5,"Median",0.234946042720469
5,"Median",0.937736999288716
15,"Median",1.26612308529799
25,"Median",1.39963017167678
35,"Median",1.33361084201116
45,"Median",1.1465891396522
55,"Median",1.11694708711686
65,"Median",0.714981239645025
75,"Median",0.457632020986718
85,"Median",0.394708105759358
95,"Median",0.421821659265595
105,"Median",0.369160231106817
115,"Median",0.409033849194004
125,"Median",0.501923050995879
135,"Median",0.657927777733403
145,"Median",0.637064578088516
155,"Median",0.623548929143861
165,"Median",0.609038646479798
175,"Median",0.460527343845887
185,"Median",0.402213492426289
195,"Median",0.195548914294692
-195,"Avg",0.171901264125353
-185,"Avg",0.102120050697287
-175,"Avg",0.131153113767429
-165,"Avg",0.223152433744054
-155,"Avg",0.125766744904466
-145,"Avg",0.0992836582443463
-135,"Avg",0.0809944607103502
-125,"Avg",0.0639847947130026
-115,"Avg",0.0325951504294459
-105,"Avg",0.114640514009193
-95,"Avg",0.208008867474982
-85,"Avg",0.239730718097029
-75,"Avg",0.21860659668786
-65,"Avg",0.200691387624483
-55,"Avg",0.185289879927209
-45,"Avg",0.0977597755976486
-35,"Avg",0.0985971265953741
-25,"Avg",0.134659317655275
-15,"Avg",0.242506090180762
-5,"Avg",0.389096933195652
5,"Avg",0.963752843500913
15,"Avg",1.18144870741942
25,"Avg",1.18489630044257
35,"Avg",1.34472551572248
45,"Avg",1.15932057092978
55,"Avg",1.12808061725132
65,"Avg",0.721198591090062
75,"Avg",0.530143447496803
85,"Avg",0.437634388020229
95,"Avg",0.428277967000093
105,"Avg",0.433116346071328
115,"Avg",0.457715968586824
125,"Avg",0.518917659247061
135,"Avg",0.611586685456683
145,"Avg",0.641404386820132
155,"Avg",0.67030035269559
165,"Avg",0.651380069293214
175,"Avg",0.536501994664104
185,"Avg",0.383805615897526
195,"Avg",0.200512321981148
-195,"Min",0.00398576170804911
-185,"Min",-0.124533947795226
-175,"Min",-0.0879003232022131
-165,"Min",0.149090580778743
-155,"Min",-0.0986688606733863
-145,"Min",0.0307472293681278
-135,"Min",0.0103499832179041
-125,"Min",-0.0292105390066647
-115,"Min",-0.0682588179150169
-105,"Min",-0.0750533797675082
-95,"Min",-0.0294353396620563
-85,"Min",-0.0490646224870589
-75,"Min",-0.10774700907892
-65,"Min",-0.0831081464515048
-55,"Min",-0.142387259974387
-45,"Min",-0.182556041792316
-35,"Min",-0.101160151995401
-25,"Min",-0.121892988884087
-15,"Min",0.038175525294379
-5,"Min",0.0775664381196441
5,"Min",0.474325436955266
15,"Min",0.267061230563398
25,"Min",-0.124391991877133
35,"Min",1.21707703761863
45,"Min",0.835770892429891
55,"Min",0.74119748274112
65,"Min",0.52031740244558
75,"Min",0.218188410478859
85,"Min",0.180519200461623
95,"Min",-0.0430943525891655
105,"Min",-0.0861323515849765
115,"Min",-0.130583060551444
125,"Min",-0.176411024283064
135,"Min",-0.0593156876172425
145,"Min",-0.337562280229878
155,"Min",-0.217345827409658
165,"Min",-0.0957365042774847
175,"Min",-0.149265112090244
185,"Min",-0.230679479061688
195,"Min",-0.0447024098129957
