"position.disgap","Type","LateralAccRate"
-195,"Max",3413.54897651756
-185,"Max",1638.31436152066
-175,"Max",1639.64595932933
-165,"Max",1642.71163723264
-155,"Max",1072.83984247425
-145,"Max",1084.32114801153
-135,"Max",358.649636200615
-125,"Max",1169.83541795903
-115,"Max",491.09990136955
-105,"Max",4025.70157808783
-95,"Max",2249.81258730937
-85,"Max",1661.88866715494
-75,"Max",988.831749999835
-65,"Max",1473.91909212492
-55,"Max",1306.0529674642
-45,"Max",1341.41014891518
-35,"Max",1479.33586777861
-25,"Max",1318.43142363545
-15,"Max",1123.05561214789
-5,"Max",1113.33493792962
5,"Max",1154.22995863197
15,"Max",1827.39405688125
25,"Max",1127.75577136607
35,"Max",2068.81964832329
45,"Max",1491.55863895897
55,"Max",1344.067370565
65,"Max",1356.27793995623
75,"Max",3410.36660578755
85,"Max",1729.81678305899
95,"Max",1182.66019825118
105,"Max",1406.32725045564
115,"Max",2220.96646215777
125,"Max",1132.47709118501
135,"Max",1478.75157170378
145,"Max",2034.07807447258
155,"Max",2066.28776129509
165,"Max",1358.49159581648
175,"Max",1125.59008672557
185,"Max",1479.6324724897
195,"Max",2900.97185032297
-195,"P85",2219.04867955531
-185,"P85",1411.65230927587
-175,"P85",1521.89962889157
-165,"P85",1115.4430488909
-155,"P85",1070.51293944815
-145,"P85",666.667556237524
-135,"P85",338.063626852473
-125,"P85",1146.65778945778
-115,"P85",341.726266194183
-105,"P85",1941.99982675906
-95,"P85",1670.95612228213
-85,"P85",882.838144864055
-75,"P85",916.816868747317
-65,"P85",1287.47722877165
-55,"P85",1186.59099989505
-45,"P85",1201.95089380236
-35,"P85",737.828288755068
-25,"P85",1314.02014940829
-15,"P85",1108.17084381055
-5,"P85",591.644982345506
5,"P85",1140.17915330161
15,"P85",1391.72273681921
25,"P85",1121.22176882483
35,"P85",1488.55513599595
45,"P85",1277.01913391771
55,"P85",1332.04432023928
65,"P85",822.633495873695
75,"P85",2410.14231431517
85,"P85",1374.7003463657
95,"P85",1138.26771403774
105,"P85",1227.51813971837
115,"P85",1553.32551560597
125,"P85",619.261092043483
135,"P85",1441.23521287419
145,"P85",1481.43396108865
155,"P85",1717.23631203032
165,"P85",713.586633303734
175,"P85",598.873901082344
185,"P85",1205.07015758516
195,"P85",2285.92113945054
-195,"Median",1082.07947590424
-185,"Median",1165.87455147835
-175,"Median",1426.65700622502
-165,"Median",216.630124664858
-155,"Median",273.921894659611
-145,"Median",373.855470169362
-135,"Median",120.582348216012
-125,"Median",219.740659743573
-115,"Median",239.45168972238
-105,"Median",473.996454480438
-95,"Median",1135.71039003804
-85,"Median",245.428902651109
-75,"Median",540.13013363251
-65,"Median",1127.10094811666
-55,"Median",563.946753678024
-45,"Median",1042.96662662877
-35,"Median",182.002330175688
-25,"Median",1110.53796404664
-15,"Median",247.024746670123
-5,"Median",218.535558001194
5,"Median",1126.21801646119
15,"Median",372.085422472187
25,"Median",283.315012049278
