"position.disgap","Type","AvgLateralSpeed"
-95,"Min",-0.467700725863251
-85,"Min",-0.313914468331687
-75,"Min",-0.214419005475238
-65,"Min",-0.108097347128945
-55,"Min",0.169151355023572
-45,"Min",0.11615818732375
-35,"Min",0.0551339981568657
-25,"Min",-0.00432798299750426
-15,"Min",-0.0592163281506966
-5,"Min",-0.1183588920449
5,"Min",-0.169833699433257
15,"Min",-0.0384190438557912
25,"Min",-0.0378476604598898
35,"Min",-0.0972180428451663
45,"Min",-0.160081258839486
55,"Min",-0.0524265014320992
65,"Min",-0.0146252587724958
75,"Min",-0.0473310353940103
85,"Min",-0.024361722635679
95,"Min",-0.0892468253499721
105,"Min",0.0469373700511067
115,"Min",0.0496760249332687
125,"Min",-0.00646146313973436
135,"Min",-0.0632278181898723
145,"Min",-0.122901236222106
155,"Min",-0.122400294766695
165,"Min",0.00931183965022074
175,"Min",-0.0473181210394563
185,"Min",-0.108067099748618
195,"Min",-0.161679433257161
