"position.disgap","Type","LongitudinalAcc"
-65,"Median",0.363987699445444
-55,"Median",0.56184950749818
-45,"Median",0.554744799564856
-35,"Median",0.635385142691617
-25,"Median",0.69068579542711
-15,"Median",0.561463599073912
-5,"Median",0.359921562821195
5,"Median",0.381094894910078
15,"Median",0.544827422512524
25,"Median",0.63221249422437
35,"Median",0.559588934257284
45,"Median",0.562131796377031
55,"Median",0.363116348257931
65,"Median",0.690574649957038
75,"Median",0.923474835068927
85,"Median",0.443345650636621
95,"Median",0.474230266467477
105,"Median",0.417765507093018
115,"Median",0.573095199851307
125,"Median",0.371355840042157
135,"Median",0.561125116421871
145,"Median",0.393300713965389
155,"Median",0.373901694163795
165,"Median",0.394893103031151
175,"Median",0.922579389221971
185,"Median",0.463970453333116
195,"Median",0.425801638013144
-195,"Avg",0.376694093472195
-185,"Avg",0.699815212871781
-175,"Avg",0.470952420655849
-165,"Avg",0.455683714443857
-155,"Avg",0.483533856788586
-145,"Avg",0.300880957145572
-135,"Avg",0.74108812187885
-125,"Avg",0.516220446489517
-115,"Avg",0.799802924605483
-105,"Avg",0.905235710213738
-95,"Avg",0.502325202313685
-85,"Avg",0.610891551829753
-75,"Avg",0.41197861849784
-65,"Avg",0.489990004780139
-55,"Avg",0.609754005267194
-45,"Avg",0.454684102301771
-35,"Avg",0.720892600397408
-25,"Avg",0.812532566473903
-15,"Avg",0.45244142858108
-5,"Avg",0.439191781643335
5,"Avg",0.769105043731144
15,"Avg",0.48589809586433
25,"Avg",0.674053159679915
35,"Avg",0.57088481148387
45,"Avg",0.728070566725914
55,"Avg",0.425311613917577
65,"Avg",0.701230261007618
75,"Avg",1.15822709565855
85,"Avg",0.681498754836052
95,"Avg",0.362391922177444
105,"Avg",0.48946575226976
115,"Avg",0.651532519496998
125,"Avg",0.336828519358914
135,"Avg",0.538035624822071
145,"Avg",0.406586172712749
155,"Avg",0.572700446395218
165,"Avg",1.10806903847619
175,"Avg",0.84892806967713
185,"Avg",0.708190034065746
195,"Avg",0.582744143750415
-195,"Min",0.210450685136346
-185,"Min",0.394767975772686
-175,"Min",0.00643691682238168
-165,"Min",0.270643848626061
-155,"Min",0.00643008030987002
-145,"Min",0.102972352663753
-135,"Min",0.561976924019129
-125,"Min",0.336980634565516
-115,"Min",0.337910291598257
-105,"Min",0.0031987693955832
-95,"Min",0.211414149927617
-85,"Min",0.357228228773553
-75,"Min",0.0178630595703236
-65,"Min",0.242122129411401
-55,"Min",0.437462789470054
-45,"Min",0.0178177940036213
-35,"Min",0
-25,"Min",0.0133310346232328
-15,"Min",0.0177596296962359
-5,"Min",0.353495593078264
5,"Min",0.373750876376799
15,"Min",0.388196221681741
25,"Min",0.332286509043325
35,"Min",0.38575503025164
45,"Min",0.44795015612909
55,"Min",0.0197844947783035
65,"Min",0.369287482151373
75,"Min",0.335499758674323
85,"Min",0.3488696103658
95,"Min",0.0423662940413679
105,"Min",0.361959145232852
115,"Min",0.0423389864462074
125,"Min",0.0263002618534124
135,"Min",0.0262904194523848
145,"Min",0.0262805861216722
155,"Min",0.0121184529760509
165,"Min",0.27908002057381
175,"Min",0.3589048574697
185,"Min",0.274603376058204
195,"Min",0.280578441669632
