"position.disgap","Type","LongitudinalAcc"
-195,"Max",0.81343600301091
-185,"Max",0.92977487990113
-175,"Max",0.950378545224693
-165,"Max",0.836700313800725
-155,"Max",0.991015330846798
-145,"Max",0.661467819115414
-135,"Max",0.390716118025466
-125,"Max",1.20284081784741
-115,"Max",0.343857382456609
-105,"Max",0.665905362657203
-95,"Max",0.291833148660022
-85,"Max",0.322959360092992
-75,"Max",0.648822805291034
-65,"Max",0.476799680147345
-55,"Max",0.728043842796337
-45,"Max",0.00872070778815431
-35,"Max",0.17184702623554
-25,"Max",0.556778849796809
-15,"Max",0.937478512611065
-5,"Max",0.572998768745481
5,"Max",0.655854166078636
15,"Max",0.47031393325718
25,"Max",0.470943997475571
35,"Max",0.47136361366863
45,"Max",0.471231967157338
55,"Max",0.701662926118869
65,"Max",0.561033262223166
75,"Max",0.677551123147077
85,"Max",0.57889760488482
95,"Max",0.708458019676164
105,"Max",0.708951308802738
115,"Max",0.472905467187328
125,"Max",0.471380994502232
135,"Max",0.238190242491427
145,"Max",0.0297341661120346
155,"Max",0.471344291823173
165,"Max",0.599246739581064
175,"Max",0.607683353767526
185,"Max",1.41400549359555
195,"Max",0.729206468014336
-195,"P85",0.807666930202929
-185,"P85",0.828501286953458
-175,"P85",0.730478111259198
-165,"P85",0.644422086542545
-155,"P85",0.772499192446737
-145,"P85",0.505284780260458
-135,"P85",0.37313376791897
-125,"P85",0.610693642757644
-115,"P85",0.247872262299743
-105,"P85",0.470404448835659
-95,"P85",0.0729582871650055
-85,"P85",0.1293312469591
-75,"P85",0.427829191013004
-65,"P85",0.44918883652257
-55,"P85",0.433907776146506
-45,"P85",0.00218017694703858
-35,"P85",0.0113612377095171
-25,"P85",0.141273420749448
-15,"P85",0.234369628152766
-5,"P85",0.213072408279805
5,"P85",0.187398255825222
15,"P85",0.286226064733923
25,"P85",0.469296318052721
35,"P85",0.309256826706136
45,"P85",0.412988851952769
55,"P85",0.458670483535415
65,"P85",0.151709822584739
75,"P85",0.519803597928259
85,"P85",0.505063650737364
95,"P85",0.532147041557094
105,"P85",0.706972174497993
115,"P85",0.297125025270559
125,"P85",0.13413944347559
135,"P85",0.0616610506261316
145,"P85",0.0296747248558824
155,"P85",0.127471161522344
165,"P85",0.505990519842482
175,"P85",0.508233710061259
185,"P85",0.807329942952108
195,"P85",0.724862142835943
-195,"Median",0.695967885623453
-185,"Median",0.522631743755601
-175,"Median",0.201977126049567
-165,"Median",0.490656547275021
-155,"Median",0.31702190097424
-145,"Median",0.202694712811409
-135,"Median",0.0324276814907874
-125,"Median",0.199545501075697
-115,"Median",0
-105,"Median",0.0908480673338849
-95,"Median",-0.0914902795053392
-85,"Median",-0.164330828800623
-75,"Median",-0.0653870647055848
-65,"Median",-0.0502193238428797
-55,"Median",-0.0251981139153815
-45,"Median",-0.15032524733174
-35,"Median",-0.0965585668090689
-25,"Median",-0.231400327199608
-15,"Median",-0.0706459832850014
-5,"Median",-0.00317399722210373
5,"Median",-0.0218885241290322
15,"Median",0.022103546194407
25,"Median",-0.989853179653398
35,"Median",-0.0981067845403174
45,"Median",0.093236264336341
55,"Median",0.00749672207905117
65,"Median",0.00749152862358365
75,"Median",0.00810492950838195
85,"Median",0.12399276944356
95,"Median",0.116003865237851
105,"Median",0.252042471292422
115,"Median",0.103755367772443
125,"Median",0.00233558280449127
135,"Median",0
145,"Median",0.0148003365233579
155,"Median",0.0106723051267466
165,"Median",0.0336327335081622
175,"Median",0.127126404806165
185,"Median",0.243320082591232
195,"Median",0.488419981948044
-195,"Avg",0.566621393762961
-185,"Avg",0.492644126122053
-175,"Avg",0.297329317514518
-165,"Avg",0.36259788006621
-155,"Avg",0.374545486752441
-145,"Avg",0.22343187347624
-135,"Avg",0.0809729999030941
-125,"Avg",0.305561278098222
-115,"Avg",0.0497929081615576
-105,"Avg",-0.00559727976657537
-95,"Avg",-0.484227479418214
-85,"Avg",-0.868803480443408
-75,"Avg",-0.968665396684269
-65,"Avg",-0.860619352347692
-55,"Avg",-0.601585415042355
-45,"Avg",-0.52369498956412
-35,"Avg",-0.986647852929892
-25,"Avg",-1.05465508087253
-15,"Avg",-0.900095987763538
-5,"Avg",-1.11196159258034
5,"Avg",-0.467213787862238
15,"Avg",-0.780291401051613
25,"Avg",-1.19733564617139
35,"Avg",-1.26417128355691
45,"Avg",-1.19485094372516
55,"Avg",-0.79604153280988
65,"Avg",-0.438915398856927
75,"Avg",0.160721144661974
85,"Avg",0.216808807656637
95,"Avg",0.0402547768068712
105,"Avg",-0.0137743346193746
115,"Avg",-0.619369948907125
125,"Avg",0.0439544913274322
135,"Avg",0.00391299464936873
145,"Avg",-0.355182432894419
155,"Avg",0.0861321208401848
165,"Avg",0.191549553404551
175,"Avg",0.224553800244753
185,"Avg",0.462678620016363
195,"Avg",0.526022495561616
-195,"Min",0
-185,"Min",0.00226858248873677
-175,"Min",-0.233044421381857
-165,"Min",-0.231402219438258
-155,"Min",-0.0774466919273508
-145,"Min",-0.105439211927418
-135,"Min",-0.289356499865759
-125,"Min",-0.127815576140592
-115,"Min",-0.190969210992167
-105,"Min",-1.0882352642195
-95,"Min",-2.80550119254778
-85,"Min",-2.91856811772545
-75,"Min",-3.63449733113025
-65,"Min",-3.1000194565865
-55,"Min",-2.35776258078948
-45,"Min",-2.58454015247683
-35,"Min",-3.28435111896953
-25,"Min",-3.57632250842066
-15,"Min",-4.16551460127153
-5,"Min",-4.2635638739651
5,"Min",-3.2386364633649
15,"Min",-3.24430931853967
25,"Min",-3.54414139367845
35,"Min",-4.24042317835354
45,"Min",-4.4505498807965
55,"Min",-3.63750473580297
65,"Min",-3.22601686963767
75,"Min",-0.190394008649345
85,"Min",-0.00648263052032854
95,"Min",-1.17231380482804
105,"Min",-1.80025990555875
