"position.disgap","Type","P85LateralSpeed"
-195,"Max",0.343930188679186
-185,"Max",0.290111599811152
-175,"Max",0.244489450431056
-165,"Max",0.188645325281516
-155,"Max",0.132668587466586
-145,"Max",0.0766794427196281
-135,"Max",0.0206130280123728
-125,"Max",0.307611951463092
-115,"Max",0.363375615948526
-105,"Max",0.419447144051424
-95,"Max",0.499102943318027
-85,"Max",0.503344514352034
-75,"Max",0.326045633716013
-65,"Max",0.145163515129204
-55,"Max",-0.150669636928447
-45,"Max",-0.0963801935652943
-35,"Max",-0.0419666836895618
-25,"Max",0.0128572639194807
-15,"Max",0.0685173517898376
-5,"Max",0.1242842895505
5,"Max",0.17738994456566
15,"Max",0.20491529868921
25,"Max",0.0607976918215139
35,"Max",0.117527542916389
45,"Max",0.174285853369084
55,"Max",0.202687186631307
65,"Max",0.0254361300580054
75,"Max",0.0822068043210718
85,"Max",0.0311232330407365
95,"Max",0.116280383221014
105,"Max",0.116274055103056
115,"Max",-0.0319560545717756
125,"Max",0.0240356495893322
135,"Max",0.0807985351891716
145,"Max",0.137545270184273
155,"Max",0.192584372897972
165,"Max",0.0188232152465846
175,"Max",0.0751093049728385
185,"Max",0.132033382914025
195,"Max",0.188518092969459
-195,"P85",0.193953057790793
-185,"P85",0.279500440859336
-175,"P85",0.239527872692904
-165,"P85",0.18484664396443
-155,"P85",0.130010796483026
-145,"P85",0.0756456409681533
-135,"P85",0.0203487703358556
-125,"P85",0.151641089549854
-115,"P85",0.190455151671003
-105,"P85",0.108777216963806
-95,"P85",0.188829718803794
-85,"P85",0.22429156723173
-75,"P85",0.167736399546568
-65,"P85",-0.0648218363247765
-55,"P85",-0.152243864129246
-45,"P85",-0.0973947716082668
-35,"P85",-0.0423832182592217
-25,"P85",0.0127295541143739
-15,"P85",0.0678532652719081
-5,"P85",0.123101683159738
5,"P85",0.176508329996296
15,"P85",0.0844344746127833
25,"P85",0.0602694615808495
35,"P85",0.116542644543822
45,"P85",0.154820097350567
55,"P85",0.0627956780401695
65,"P85",0.025041753081528
75,"P85",0.0345046095681913
85,"P85",0.0309030083796765
95,"P85",-0.0391115757481508
105,"P85",-0.00590187327174953
115,"P85",-0.031995049926253
125,"P85",0.0238917059870134
135,"P85",0.0803415820174975
145,"P85",0.1368047823511
155,"P85",0.176569829173752
165,"P85",0.0187131176538578
175,"P85",0.0744563720136049
185,"P85",0.130923437221908
195,"P85",0.186366573599876
-195,"Median",0.0916199439641336
-185,"Median",0.0322928614157002
-175,"Median",-0.0171369601023334
-165,"Median",-0.0707104679183261
-155,"Median",-0.12446739929026
-145,"Median",0.0749282743364287
-135,"Median",0.0201603678737523
-125,"Median",0.0206249886229414
-115,"Median",-0.152161776991916
-105,"Median",-0.0990815942539496
-95,"Median",-0.0759696948505125
-85,"Median",-0.314616577547963
-75,"Median",-0.263491331699192
-65,"Median",-0.208519030202989
-55,"Median",-0.154629221673222
-45,"Median",-0.0989592723882538
-35,"Median",-0.297474457247088
-25,"Median",-0.24290757496534
-15,"Median",-0.188234912539876
-5,"Median",-0.133413944251826
5,"Median",-0.0803024530015913
15,"Median",0.00405299078378588
25,"Median",0.0590210613587114
35,"Median",0.114200110669431
45,"Median",-0.0868255987020978
55,"Median",-0.0311620229698812
65,"Median",-0.0537905099832411
75,"Median",-0.0249933162843081
85,"Median",0.00266770547849464
95,"Median",-0.142830826024186
105,"Median",-0.0874826525414713
115,"Median",-0.0324078878784286
125,"Median",0.0234706906213645
135,"Median",0.0789288816348462
145,"Median",0.13436970615041
155,"Median",-0.0646419696622715
165,"Median",-0.00918105919081844
175,"Median",0.0712555117306102
185,"Median",0.129501629907231
195,"Median",0.158111417684763
-195,"Avg",0.0664675894345094
-185,"Avg",-0.00698642603440374
-175,"Avg",0.00431858665383675
-165,"Avg",0.0248726443828494
-155,"Avg",-0.0235112476782522
-145,"Avg",0.0244785252161942
-135,"Avg",-0.0302832203629463
-125,"Avg",0.0371838061382494
-115,"Avg",-0.00507901266258713
-105,"Avg",0.00390042953240083
-95,"Avg",-0.0268878707864369
-85,"Avg",-0.0861638477880425
-75,"Avg",-0.0859475949277686
-65,"Avg",-0.148205024174798
-55,"Avg",-0.204211764627405
-45,"Avg",-0.154686015266683
-35,"Avg",-0.198531720758177
-25,"Avg",-0.143196285939981
-15,"Avg",-0.0877206238296432
