"position.disgap","Type","LongitudinalAcc"
-195,"Max",0.624441103370283
-185,"Max",0.626969817903458
-175,"Max",0.470509492644237
-165,"Max",0.627563679535328
-155,"Max",0.952208869295224
-145,"Max",0.608202580852886
-135,"Max",0.689187427790119
-125,"Max",0.382396179179402
-115,"Max",0.468846240628111
-105,"Max",0.72403311837695
-95,"Max",1.87722777347236
-85,"Max",0.934337690909545
-75,"Max",0.623120876771779
-65,"Max",0.701519992656681
-55,"Max",0.623717173242942
-45,"Max",0.711941865678858
-35,"Max",0.719247441252634
-25,"Max",0.500957409568798
-15,"Max",0.729795446796171
-5,"Max",0.373304115411203
5,"Max",0.371977870712999
15,"Max",0.26491197251333
25,"Max",0.264637068690349
35,"Max",0.308966482912671
45,"Max",0.463510074308643
55,"Max",0.252815233815193
65,"Max",0.265105555915391
75,"Max",0.149472006877298
85,"Max",0.461622239750276
95,"Max",0.260610753264624
105,"Max",0.212918845371569
115,"Max",0.385948073445596
125,"Max",0.223120697354343
135,"Max",0.254802182781086
145,"Max",0.389810485981889
155,"Max",0.132624896611583
165,"Max",0.396284391197252
175,"Max",0.13395225327208
185,"Max",0.134809552488586
195,"Max",0.296323901931561
-195,"P85",0.614059255202785
-185,"P85",0.389083633919478
-175,"P85",0.328182357203667
-165,"P85",0.603371625321669
-155,"P85",0.463217184582016
-145,"P85",0.383514173668079
-135,"P85",0.556688063661341
-125,"P85",0.291072589136352
-115,"P85",0.410423075192974
-105,"P85",0.477208875837492
-95,"P85",1.31117856925794
-85,"P85",0.787487017883284
-75,"P85",0.452807129961512
-65,"P85",0.69504505666238
-55,"P85",0.462715826338209
-45,"P85",0.668613324199815
-35,"P85",0.707277236825424
-25,"P85",0.415025381832078
-15,"P85",0.45076729625814
-5,"P85",0.298569534511737
5,"P85",0.364587857472715
15,"P85",0.21532628590162
25,"P85",0.231370690803808
35,"P85",0.21268205389825
45,"P85",0.413832000439594
55,"P85",0.192411605825579
65,"P85",0.220802862594862
75,"P85",0.142623742480027
85,"P85",0.36920207099758
95,"P85",0.179871558351301
105,"P85",0.161155641573221
115,"P85",0.309180179014586
125,"P85",0.177699874164188
135,"P85",0.179414597863113
145,"P85",0.253685148910458
155,"P85",0.132377846918053
165,"P85",0.254322265265338
175,"P85",0.133602907775194
185,"P85",0.134117144029147
195,"P85",0.202169394094006
-195,"Median",0.00452073276591119
-185,"Median",0.17538388198556
-175,"Median",0.175541539510994
-165,"Median",0.463027616720984
-155,"Median",0.00499856582614299
-145,"Median",0.229071912864252
-135,"Median",0.226668292424857
-125,"Median",0.196558420151753
