"position.disgap","Type","LateralAcc"
-125,"Min",-0.00506121606151838
-115,"Min",-1.11401124206996
-105,"Min",-7.13629191347891
-95,"Min",-12.513927082794
-85,"Min",-11.6815133374245
-75,"Min",-13.6322402388897
-65,"Min",-44.8703764924191
-55,"Min",-31.7990437582213
-45,"Min",-21.6952116251758
-35,"Min",-9.35955855076894
-25,"Min",-5.29695026269721
-15,"Min",-10.516828954563
-5,"Min",-7.06299738785135
5,"Min",-12.6507922051837
15,"Min",-9.62436485947054
25,"Min",-12.7734646596739
35,"Min",-0.813855514367588
45,"Min",-8.35629193723888
55,"Min",-15.7660970690104
65,"Min",-10.1529564695777
75,"Min",-10.38601815037
85,"Min",-12.4371093581908
95,"Min",-11.6782034347571
105,"Min",-11.6263638843938
115,"Min",-7.72812671512647
125,"Min",-9.09121931961307
135,"Min",-7.97498711105846
145,"Min",-8.11051017604937
155,"Min",-9.18932204564732
165,"Min",-12.3776584382692
175,"Min",-0.0424643316173365
185,"Min",-9.43303845575531
195,"Min",-9.4825049387275
