"position.disgap","Type","AvgLateralSpeed"
-195,"Max",-0.00491275943216895
-185,"Max",-0.00491872364088613
-175,"Max",-0.00438373281415448
-165,"Max",0.146917328962921
-155,"Max",0.209317271376095
-145,"Max",0.00988258916249332
-135,"Max",0.0301047185411119
-125,"Max",0.250785274762918
-115,"Max",0.348534941358544
-105,"Max",0.513928180111731
-95,"Max",0.661231235370118
-85,"Max",0.774427862698419
-75,"Max",0.773153740947761
-65,"Max",0.796599001364597
-55,"Max",1.0151882382682
-45,"Max",1.06671872272526
-35,"Max",1.06799366370646
-25,"Max",0.997853682587134
-15,"Max",0.767367749297866
-5,"Max",0.703100009195134
5,"Max",0.929948943039024
15,"Max",0.660241566174918
25,"Max",0.199137586398809
35,"Max",0.166414808290468
45,"Max",0.0119056819779593
55,"Max",-0.00191377779377033
65,"Max",-0.040038034890818
75,"Max",-0.0637603748010392
85,"Max",0.00407116535127516
95,"Max",0.134160967845723
105,"Max",0.328885038960937
115,"Max",0.3743078960076
125,"Max",0.60670181774232
135,"Max",0.291310786456493
145,"Max",0.298223206536329
155,"Max",0.306120932626807
165,"Max",0.124367832694786
175,"Max",-0.0729076421690038
185,"Max",0.0826067171745551
195,"Max",0.150787238448387
-195,"P85",-0.00494985252383624
-185,"P85",-0.00493688400218286
-175,"P85",-0.00478835517901483
-165,"P85",0.100979886785711
-155,"P85",0.0486506228890826
-145,"P85",-0.00120039756202207
-135,"P85",0.00381429376423039
-125,"P85",0.161308153830173
-115,"P85",0.287740339095413
-105,"P85",0.328046598985767
-95,"P85",0.360916157299725
-85,"P85",0.576111713779185
-75,"P85",0.723124417075255
-65,"P85",0.776230520821963
-55,"P85",0.82777717480713
-45,"P85",0.837530314195016
-35,"P85",0.7686520512826
-25,"P85",0.814214449994604
-15,"P85",0.436487139433536
-5,"P85",0.672879236679789
5,"P85",0.728883807555399
15,"P85",0.415575819248584
25,"P85",0.177693579421299
35,"P85",0.0517992476559677
45,"P85",-0.0102354141362315
55,"P85",-0.0204042283119981
65,"P85",-0.0750414552675211
75,"P85",-0.0785838296370197
85,"P85",-0.0349058377301165
95,"P85",0.0691907621096259
105,"P85",0.150649890327485
115,"P85",0.219729585544558
125,"P85",0.45307440719475
135,"P85",0.246774043688475
145,"P85",0.296809330349898
155,"P85",0.218913385030359
165,"P85",-0.00629931593064231
175,"P85",-0.0799809896762416
185,"P85",-0.0408318138369561
195,"P85",0.122552310147356
-195,"Median",-0.0053508245407334
-185,"Median",-0.00535423560894546
-175,"Median",-0.00513022467729978
-165,"Median",-0.00492106232260171
