"position.disgap","Type","TLC"
-195,"Max",292.131012740818
-185,"Max",290.772291909337
-175,"Max",288.334316308427
-165,"Max",284.743940216598
-155,"Max",279.277953000745
-145,"Max",271.856792928155
-135,"Max",258.675167220963
-125,"Max",250.365139331891
-115,"Max",248.883793413972
-105,"Max",245.43897047319
-95,"Max",241.872163501054
-85,"Max",116.900587750375
-75,"Max",11.9197957235317
-65,"Max",220.338389185112
-55,"Max",220.900413074312
-45,"Max",225.45086988717
-35,"Max",232.206608467455
-25,"Max",240.039198261722
-15,"Max",248.90367024099
-5,"Max",277.418292063428
5,"Max",250.865544212619
15,"Max",29.1108221469114
25,"Max",20.1253415153678
35,"Max",61.4633215592288
45,"Max",55.5404245300232
55,"Max",78.2047594958895
65,"Max",15.0853742972122
75,"Max",10.0819659326939
85,"Max",36.6749680654746
95,"Max",67.0025882897933
105,"Max",29.9727875814224
115,"Max",78.3716130592093
125,"Max",77.6504634375873
135,"Max",33.9332378713263
145,"Max",19.1790011187484
155,"Max",148.911091404709
165,"Max",149.648842229767
175,"Max",18.6406086117767
185,"Max",18.9685066207405
195,"Max",161.012251378781
-195,"P85",289.057488554944
-185,"P85",284.638325744574
-175,"P85",282.330127807839
-165,"P85",278.128200539507
-155,"P85",273.591879611882
-145,"P85",267.728007276105
-135,"P85",152.580161785673
-125,"P85",219.493948496986
-115,"P85",220.33364840309
-105,"P85",217.199424702662
-95,"P85",144.963196460743
-85,"P85",32.7593639613529
-75,"P85",6.3803753818799
-65,"P85",172.26697335933
-55,"P85",192.527971325467
-45,"P85",190.941349313492
-35,"P85",192.719344983285
-25,"P85",197.32998220553
-15,"P85",170.2283835269
-5,"P85",258.922710061111
5,"P85",80.2267547092982
15,"P85",22.7026838847744
25,"P85",19.3927132405962
35,"P85",41.4510593437437
45,"P85",44.777265012221
55,"P85",38.131639175021
65,"P85",11.3746867824806
75,"P85",9.92757204820671
85,"P85",34.6276271459584
95,"P85",32.6476911981555
105,"P85",13.786824146917
115,"P85",32.5556661914583
125,"P85",58.2387836675085
135,"P85",23.665835333168
145,"P85",12.257041331266
155,"P85",54.7821038879845
165,"P85",54.6873363258294
175,"P85",16.7477306843875
185,"P85",17.4872206228883
195,"P85",57.8426327799801
-195,"Median",189.097045348277
-185,"Median",190.10980474006
-175,"Median",228.619849408216
-165,"Median",98.3712824786932
-155,"Median",98.7743569348171
-145,"Median",169.422895697509
-135,"Median",37.2882942561866
-125,"Median",122.738927607573
-115,"Median",109.949958568765
-105,"Median",11.0811093456472
-95,"Median",7.00928379390066
-85,"Median",4.28488509851638
-75,"Median",3.62610339124879
-65,"Median",68.4102044102271
-55,"Median",73.403895829493
-45,"Median",70.8500401241619
-35,"Median",70.7841704230888
-25,"Median",12.7982826670803
-15,"Median",11.6407261843476
-5,"Median",59.7403202249976
5,"Median",8.01623309259858
15,"Median",8.89109551899836
25,"Median",18.3955106552654
35,"Median",13.3543453123654
45,"Median",9.58820799117561
55,"Median",9.67457577741846
65,"Median",7.01590970581553
75,"Median",5.72166600100356
85,"Median",4.64286679119688
95,"Median",5.36833174709177
105,"Median",6.89142676665732
115,"Median",8.86824492728732
125,"Median",13.3653268912839
135,"Median",14.8042057840858
145,"Median",9.28643125060275
155,"Median",17.6060648871094
165,"Median",17.3714292184979
175,"Median",6.83480252379656
185,"Median",6.43428359582894
195,"Median",18.0763724529571
-195,"Avg",177.199643246806
-185,"Avg",176.086252201604
-175,"Avg",188.480421174708
-165,"Avg",129.470322863207
-155,"Avg",127.862815642265
-145,"Avg",147.188475865424
-135,"Avg",76.5012904678762
-125,"Avg",120.413022107265
-115,"Avg",116.029323798582
-105,"Avg",80.9128618347338
-95,"Avg",62.6424906814506
-85,"Avg",22.7831786857856
-75,"Avg",4.81665108661527
-65,"Avg",86.300924087803
-55,"Avg",92.310957478996
-45,"Avg",91.4941735920212
-35,"Avg",92.5152033980514
-25,"Avg",74.9527729791396
-15,"Avg",71.2715855656051
-5,"Avg",109.973871119113
5,"Avg",49.742788386113
15,"Avg",12.7804582199175
25,"Avg",15.3307681782334
35,"Avg",22.1784002932303
45,"Avg",20.3091909755388
55,"Avg",21.1540425846265
65,"Avg",7.46240994245473
75,"Avg",6.09425708707187
85,"Avg",13.9572897197565
95,"Avg",17.1905368855924
105,"Avg",10.1102276607731
115,"Avg",20.376660085569
125,"Avg",27.2965044349273
135,"Avg",15.4484874646802
145,"Avg",9.27831165497965
155,"Avg",37.1867084005376
165,"Avg",36.4089594855175
175,"Avg",9.44514152200292
185,"Avg",9.07045824339362
195,"Avg",39.6768735183987
-195,"Min",4.06844116787192
-185,"Min",3.76246555842554
-175,"Min",1.91114191227568
-165,"Min",5.31906661807857
-155,"Min",4.94455035272604
-145,"Min",1.48549333170329
-135,"Min",4.249098309049
-125,"Min",5.15828314671598
-115,"Min",4.79449401355439
-105,"Min",4.61211585071683
-95,"Min",3.34624209834306
-85,"Min",2.94408522421102
-75,"Min",2.5410209499544
-65,"Min",2.13116379222635
-55,"Min",1.32342012395398
-45,"Min",1.00288690323127
-35,"Min",0.599205590570163
-25,"Min",0.290000496229813
-15,"Min",0.346921815375916
-5,"Min",5.04646080788315
5,"Min",3.45574132359749
15,"Min",4.10271785447396
25,"Min",3.09968534018863
35,"Min",3.07273388588712
45,"Min",1.91816329686189
55,"Min",1.98056077507054
65,"Min",1.76080964968882
75,"Min",1.99884800899401
85,"Min",0.635157158575635
95,"Min",0.332802329134169
105,"Min",2.41530176159438
115,"Min",4.01297543147699
125,"Min",3.73501080099121
135,"Min",4.43571710588381
145,"Min",3.70816908466352
155,"Min",6.52838804502306
165,"Min",4.78964818492645
175,"Min",3.91871748928172
185,"Min",1.64702109729201
195,"Min",0.711105937276175
