"position.disgap","Type","LateralAcc"
5,"Median",-3.82625928153723
15,"Median",-1.92137378731607
25,"Median",-2.15799698143926
35,"Median",-3.21229196684662
45,"Median",-1.846778484525
55,"Median",-3.31782079910587
65,"Median",-3.41348722695091
75,"Median",-4.44763598216202
85,"Median",-4.35320583405553
95,"Median",-3.75589695507538
105,"Median",-6.86149064346919
115,"Median",-4.48496756924369
125,"Median",-2.34298750845897
135,"Median",-13.5567031717286
145,"Median",-3.013964750721
155,"Median",-0.393694155208009
165,"Median",-4.03598642644779
175,"Median",-0.00374196404563625
185,"Median",-0.00689736389064856
195,"Median",-0.00424757610430245
-195,"Avg",-4.66549942814464e-05
-185,"Avg",-3.14320762799011
-175,"Avg",-2.20076137245372
-165,"Avg",-1.24700343800322
-155,"Avg",-0.00196645325344593
-145,"Avg",-4.26899462115765
-135,"Avg",-2.75250732314138
-125,"Avg",-1.73174873723704
-115,"Avg",-0.00185968118321411
-105,"Avg",-0.00194692117560731
-95,"Avg",-4.00512282489145
-85,"Avg",-1.3188537020503
-75,"Avg",-0.00669218807462462
-65,"Avg",-0.998130127576387
-55,"Avg",-0.00394902063690627
-45,"Avg",-0.00577514104273991
-35,"Avg",-2.11522851594265
-25,"Avg",-5.1596057578211
-15,"Avg",-4.90759556039712
-5,"Avg",-0.881646559273083
5,"Avg",-3.40665133804687
15,"Avg",-4.0748358664272
25,"Avg",-2.46679886292709
35,"Avg",-3.41975512537311
45,"Avg",-2.0147621513164
55,"Avg",-3.31823490543644
65,"Avg",-3.5072821321621
75,"Avg",-4.60453763259436
85,"Avg",-5.17511357676125
95,"Avg",-4.32914491677116
105,"Avg",-7.17425274134933
115,"Avg",-5.45501053988164
125,"Avg",-3.38925185824865
135,"Avg",-22.0774236756715
145,"Avg",-5.69737890880159
155,"Avg",-2.33715205220648
165,"Avg",-5.27453080331359
175,"Avg",-0.520811512956838
185,"Avg",-1.45785648955006
195,"Avg",-1.33934261014657
-195,"Min",-0.000135781339849954
-185,"Min",-18.859132622397
-175,"Min",-13.2044860472836
-165,"Min",-7.47116924925283
-155,"Min",-0.00680167124790505
-145,"Min",-18.4991554888099
-135,"Min",-8.50368022055938
-125,"Min",-8.15641635281045
-115,"Min",-0.00653036572681122
-105,"Min",-0.00657972522540339
-95,"Min",-18.0458872818168
-85,"Min",-7.9063643223442
-75,"Min",-0.0297658364743181
-65,"Min",-5.92192279211916
-55,"Min",-0.0204584287410437
-45,"Min",-0.0306142736152316
-35,"Min",-12.6872901624078
-25,"Min",-30.9251600509079
-15,"Min",-22.5860159216533
-5,"Min",-2.6988926904595
5,"Min",-5.85691388832986
15,"Min",-13.5720111758148
25,"Min",-5.05152845164722
35,"Min",-5.39972194197117
45,"Min",-2.68576289041372
55,"Min",-5.08846548323507
65,"Min",-5.06662055068203
75,"Min",-10.6665495979213
85,"Min",-10.5682267276111
95,"Min",-9.72067072949608
105,"Min",-15.5744271439276
115,"Min",-15.6885433029641
125,"Min",-8.20387397953186
135,"Min",-55.8976921039964
145,"Min",-16.9537515597696
155,"Min",-9.02883030830174
165,"Min",-14.4848571539111
175,"Min",-1.93043063708962
185,"Min",-6.86480995988853
195,"Min",-8.0208128639667
