"position.disgap","Type","LateralAcc"
-195,"Max",0
-185,"Max",0
-175,"Max",0
-165,"Max",0
-155,"Max",0
-145,"Max",-2.61119481939869e-08
-135,"Max",-7.39553994433934e-08
-125,"Max",0
-115,"Max",0
-105,"Max",0
-95,"Max",0
-85,"Max",7.26150563679745e-05
-75,"Max",0.000224349796418481
-65,"Max",0
-55,"Max",0
-45,"Max",0
-35,"Max",-2.82275204252759e-07
-25,"Max",-2.60783809928552e-07
-15,"Max",0
-5,"Max",-9.92558706055244e-08
5,"Max",-0.773935402418691
15,"Max",-1.03236730624068
25,"Max",-1.02053618577696
35,"Max",-1.53862246248158
45,"Max",-1.53398454081334
55,"Max",-1.53024881468465
65,"Max",-1.61453033264812
75,"Max",-0.757506519880457
85,"Max",-2.50351573727554
95,"Max",-0.881615260410315
105,"Max",-1.75895211165335
115,"Max",-1.54754947272878
125,"Max",-0.0123857973816126
135,"Max",-1.53500679379511
145,"Max",0.241522511982382
155,"Max",0
165,"Max",0
175,"Max",-7.04396198333872e-05
185,"Max",0
195,"Max",0
-195,"P85",-1.15104781587233e-07
-185,"P85",0
-175,"P85",0
-165,"P85",-2.69156008158684e-07
-155,"P85",-5.85941215252966e-08
-145,"P85",-2.15480194817058e-07
-135,"P85",-6.11198262410011e-05
-125,"P85",0
-115,"P85",0
-105,"P85",0
-95,"P85",0
-85,"P85",1.81537640919936e-05
-75,"P85",5.60874491046203e-05
-65,"P85",0
-55,"P85",-6.48365315863882e-08
-45,"P85",0
-35,"P85",-3.63089424888897e-07
-25,"P85",-6.13706877080855e-05
-15,"P85",0
-5,"P85",-3.08906380050254e-07
5,"P85",-0.963323132546351
15,"P85",-1.28108407748863
25,"P85",-1.53950890170984
35,"P85",-1.90929712526404
45,"P85",-1.60221785005506
55,"P85",-1.68244207863604
65,"P85",-2.43996620699856
75,"P85",-2.0761306193531
85,"P85",-2.70102343539533
95,"P85",-2.55855558116072
105,"P85",-2.30507559499122
115,"P85",-1.56288814168014
125,"P85",-1.16027771096945
135,"P85",-1.85831213215606
145,"P85",0.060351219166097
155,"P85",0
165,"P85",-0.000198722660423215
175,"P85",-7.45971352472505e-05
185,"P85",0
195,"P85",0
-195,"Median",-2.1280260570313e-05
-185,"Median",-2.26272990761535e-05
-175,"Median",-3.59165718159552e-07
-165,"Median",-0.00199308211034745
-155,"Median",-3.40791643805799e-05
-145,"Median",-0.00256699897692466
-135,"Median",-0.00579523192738314
-125,"Median",-0.00394030267310974
-115,"Median",-4.07343521268064e-05
-105,"Median",-1.45688050963565e-07
-95,"Median",-0.00256508741844586
-85,"Median",-1.42520014207022e-05
-75,"Median",-0.00204060066320974
-65,"Median",-0.00366176571340582
-55,"Median",-0.000203916115632362
-45,"Median",-4.07110098284488e-05
-35,"Median",-0.000423798337745918
-25,"Median",-0.00627177111269802
-15,"Median",-0.0032651906359672
-5,"Median",-0.452819378469531
