"position.disgap","Type","LateralAccRate"
-195,"Max",916.747295791803
-185,"Max",642.863556238531
-175,"Max",980.359161542668
-165,"Max",1028.66527174201
-155,"Max",944.532454173997
-145,"Max",283.296735983795
-135,"Max",242.93460922277
-125,"Max",551.85322541862
-115,"Max",167.819457211716
-105,"Max",836.471648379775
-95,"Max",2071.50009023026
-85,"Max",780.20386376605
-75,"Max",908.816015926806
-65,"Max",3174.85581443071
-55,"Max",2843.47218902389
-45,"Max",2168.28691672834
-35,"Max",2552.41345068975
-25,"Max",1328.55221734023
-15,"Max",1790.76516498307
-5,"Max",1810.27984500914
5,"Max",842.958177790574
15,"Max",1937.45453934462
25,"Max",1527.12398801885
35,"Max",650.669230055329
45,"Max",1904.21246439278
55,"Max",1893.7203961324
65,"Max",1514.61919104162
75,"Max",1505.27616399298
85,"Max",901.433066899408
95,"Max",778.478079554656
105,"Max",1864.35075780439
115,"Max",763.475226344272
125,"Max",454.560965981067
135,"Max",455.883750496416
145,"Max",1527.03733289723
155,"Max",610.773598365786
165,"Max",825.718224499958
175,"Max",466.383320097101
185,"Max",847.069675421947
195,"Max",8830.20231053256
-195,"P85",822.844037202851
-185,"P85",327.093752433938
-175,"P85",428.522445371179
-165,"P85",808.671149753341
-155,"P85",420.814155191553
-145,"P85",217.096849856336
-135,"P85",197.63277816294
-125,"P85",139.824393129053
-115,"P85",83.657343804044
-105,"P85",387.621592049424
-95,"P85",1213.21733649357
-85,"P85",742.723159039764
-75,"P85",847.644028222496
-65,"P85",1808.84691555143
-55,"P85",1927.09005557804
-45,"P85",1756.7977341671
-35,"P85",2303.42495208953
-25,"P85",994.21041219113
-15,"P85",1436.62567073271
-5,"P85",842.982245085348
5,"P85",733.362386921726
15,"P85",1006.68572051638
25,"P85",769.771466041181
35,"P85",636.754708860686
45,"P85",988.034939670305
55,"P85",1261.73498549652
65,"P85",1298.294642778
75,"P85",894.511635581925
85,"P85",847.412093492398
95,"P85",736.694233696021
105,"P85",1246.62369586513
115,"P85",480.864846553153
125,"P85",239.083258145963
135,"P85",412.213389259709
145,"P85",1310.42134700905
155,"P85",341.515417138773
165,"P85",823.992563201101
175,"P85",436.46889858368
185,"P85",767.115248506069
195,"P85",2680.72248675962
-195,"Median",0.450568735799273
-185,"Median",0.416023549281096
-175,"Median",14.9354918657373
-165,"Median",214.08105475628
-155,"Median",56.3321606989727
-145,"Median",0.577324404505464
-135,"Median",1.07587247530655
-125,"Median",0.846712148024397
-115,"Median",0.860116386390972
-105,"Median",93.4022884130833
-95,"Median",177.949535254037
-85,"Median",108.862955644403
-75,"Median",648.374868208663
-65,"Median",576.888604878104
-55,"Median",1067.41826029147
-45,"Median",770.863722705145
-35,"Median",959.606011281446
-25,"Median",421.818883309482
-15,"Median",508.283175343993
-5,"Median",379.535875229746
5,"Median",295.727663356466
15,"Median",261.364806705716
25,"Median",267.367439486521
35,"Median",224.612173203296
45,"Median",327.395422440161
55,"Median",94.080591684175
65,"Median",264.466586424905
75,"Median",418.401889609732
85,"Median",641.605752995162
95,"Median",433.686327273414
105,"Median",618.585920996662
115,"Median",101.894687971847
125,"Median",105.524924148724
135,"Median",90.2478998409021
145,"Median",203.643530516102
155,"Median",126.395513203238
165,"Median",226.856245935304
175,"Median",229.802833218143
185,"Median",253.482235114491
195,"Median",312.667626944221
-195,"Avg",284.895374895054
-185,"Avg",144.272772292402
-175,"Avg",209.212680983277
-165,"Avg",365.512873276143
-155,"Avg",217.378575109435
-145,"Avg",80.0100287299646
-135,"Avg",71.443854074903
-125,"Avg",92.7214155960446
-115,"Avg",37.6481398129959
-105,"Avg",210.543956901744
-95,"Avg",559.319949182245
-85,"Avg",288.066929369516
-75,"Avg",556.615081062042
-65,"Avg",1009.70116345655
-55,"Avg",1320.26292401771
-45,"Avg",973.773132045233
-35,"Avg",1245.74011628841
-25,"Avg",541.0875736688
-15,"Avg",735.105464697035
-5,"Avg",577.916937731302
5,"Avg",387.020917288397
15,"Avg",540.550532210205
25,"Avg",430.440277054825
35,"Avg",288.783402942371
45,"Avg",554.737661566007
55,"Avg",522.232006318509
65,"Avg",545.462737280236
75,"Avg",507.958051154652
85,"Avg",575.565973919004
95,"Avg",424.002172384746
105,"Avg",758.010499219764
115,"Avg",226.735906583254
125,"Avg",149.02615839327
135,"Avg",173.476530032359
145,"Avg",529.330176112945
155,"Avg",188.68457060587
165,"Avg",373.81751613441
175,"Avg",227.170933598908
185,"Avg",349.13999799534
195,"Avg",1682.02231198107
-195,"Min",0.0830582129394739
-185,"Min",0.0249409363608032
-175,"Min",0.166313988066435
-165,"Min",0.0829315234076571
-155,"Min",0.389804172136758
-145,"Min",0.275780923095226
-135,"Min",0.136366777166159
-125,"Min",0.14670717705407
-115,"Min",0.302726269192349
-105,"Min",0.620363271749105
-95,"Min",0.0352086348420296
-85,"Min",0.0185330403249326
-75,"Min",51.0707924327544
-65,"Min",0.175485511729139
-55,"Min",544.791614138937
-45,"Min",143.17522829401
-35,"Min",141.58246684505
-25,"Min",46.1368731878962
-15,"Min",11.4540405240049
-5,"Min",67.4894685914996
5,"Min",0.828822837087508
15,"Min",3.91810909798831
25,"Min",1.56723706669255
35,"Min",0.0271564214724635
45,"Min",0.219106343473545
55,"Min",0.00193974310669635
65,"Min",0.0203673185354164
75,"Min",4.14378715808123
85,"Min",190.623608218042
95,"Min",12.070385329219
105,"Min",160.221665754958
115,"Min",1.75295743989076
125,"Min",7.01160396596385
135,"Min",2.78375754025124
145,"Min",0.229464702488806
155,"Min",6.67729023695489
165,"Min",3.44889586663073
175,"Min",2.07116471375833
185,"Min",0.00677145805970814
195,"Min",2.68258300082271
