"position.disgap","Type","MaxLateralSpeed"
-195,"Max",0.332976273973231
-185,"Max",0.282698373213759
-175,"Max",0.230562651450479
-165,"Max",0.173765483321932
-155,"Max",0.117088245547331
-145,"Max",0.0604900782119346
-135,"Max",0.0321963973490177
-125,"Max",0.0884983535663605
-115,"Max",0.144697549923986
-105,"Max",0.211807711750359
-95,"Max",0.300418652088681
-85,"Max",0.359274274675454
-75,"Max",0.418099527775693
-65,"Max",0.424451752772444
-55,"Max",0.258701909478133
-45,"Max",0.317528197438233
-35,"Max",0.376192490817418
-25,"Max",0.405496421238908
-15,"Max",0.338488475611909
-5,"Max",0.172590263219064
5,"Max",0.219249886292489
15,"Max",0.300759294505264
25,"Max",0.0706409281716223
35,"Max",0.153703673670329
45,"Max",0.210538681907009
55,"Max",0.266271706023358
65,"Max",0.322061115216304
75,"Max",0.377764646374651
85,"Max",0.398747478582225
95,"Max",0.231421101293359
105,"Max",0.259274251614297
115,"Max",0.275896554788404
125,"Max",0.292499392584094
135,"Max",0.123312727673014
145,"Max",0.173995086408586
155,"Max",0.229515750573866
165,"Max",0.279849027040016
175,"Max",0.334140019124307
185,"Max",0.146619113942988
195,"Max",0.250330966358976
-195,"P85",0.319648196362771
-185,"P85",0.279968945668537
-175,"P85",0.228220828125786
-165,"P85",0.171980256056533
-155,"P85",0.11585678046168
-145,"P85",0.0598631474531116
-135,"P85",0.031873897503871
-125,"P85",0.0876109786482524
-115,"P85",0.143255780296607
-105,"P85",0.205213893054656
-95,"P85",0.288289545985189
-85,"P85",0.348152533701696
-75,"P85",0.388424273110984
-65,"P85",0.420560779427663
-55,"P85",0.249650436739118
-45,"P85",0.306564192061858
-35,"P85",0.361911741496539
-25,"P85",0.390222921527249
-15,"P85",0.203695034900285
-5,"P85",0.167238407869376
5,"P85",0.218296460285005
15,"P85",0.130025161339432
25,"P85",0.0703564910062419
35,"P85",0.152998453993526
45,"P85",0.208619859193228
55,"P85",0.263770687325441
65,"P85",0.318843610882408
75,"P85",0.373929547603115
85,"P85",0.386143295523824
95,"P85",0.229014952256537
105,"P85",0.256547720471869
115,"P85",0.269168331648509
125,"P85",0.15622669629497
135,"P85",0.120361425547793
145,"P85",0.173388430245768
155,"P85",0.227129350092843
165,"P85",0.249662133047913
175,"P85",0.187001984387705
185,"P85",0.143220060725502
195,"P85",0.239989490947213
-195,"Median",0.082768908715222
-185,"Median",0.259005359599244
-175,"Median",0.223419320519959
-165,"Median",0.168556155409565
-155,"Median",0.113695767588287
-145,"Median",0.0588050735143333
-135,"Median",0.0313669776135779
-125,"Median",0.0863055284093959
-115,"Median",-0.116286008765251
-105,"Median",0.197547412335841
-95,"Median",0.256817857700917
-85,"Median",0.309591132585296
-75,"Median",0.365159743162756
-65,"Median",0.392956950398784
-55,"Median",0.241646444172243
-45,"Median",0.296949425667435
-35,"Median",0.29920557955813
-25,"Median",0.0522174369192177
-15,"Median",0.108014276527895
-5,"Median",0.162254452438345
5,"Median",-0.0398089543129195
15,"Median",0.0153805629949215
25,"Median",0.0454778087368962
35,"Median",-0.102992301451749
45,"Median",0.18143462012182
55,"Median",-0.0469605506650565
65,"Median",-0.0414373536850782
75,"Median",0.0146640769777167
85,"Median",0.0728374681246335
95,"Median",0.15237645901159
105,"Median",0.217970468060215
115,"Median",0.205363764710311
125,"Median",0.0623856881725284
135,"Median",0.117705159009067
145,"Median",0.171153195640384
155,"Median",0.200557433664783
165,"Median",0.031124114137103
175,"Median",0.0854715981803015
185,"Median",0.140166273353759
195,"Median",0.219508844004113
-195,"Avg",0.170680678160665
-185,"Avg",0.172811086238615
-175,"Avg",0.121916433400748
-165,"Avg",0.0653859840376686
-155,"Avg",0.00891294322207078
