"position.disgap","Type","MaxLateralSpeed"
-195,"Max",0.575950835545739
-185,"Max",0.575680240444658
-175,"Max",0.161791757673741
-165,"Max",0.200549951365065
-155,"Max",0.200466611877001
-145,"Max",0.199839165149234
-135,"Max",0.145398302654908
-125,"Max",0.150751660840358
-115,"Max",0.163712498533525
-105,"Max",0.163350419090459
-95,"Max",0.148012260088833
-85,"Max",0.224247745767256
-75,"Max",0.388523721839415
-65,"Max",0.507362048753068
-55,"Max",0.916207315543406
-45,"Max",0.96308041080082
-35,"Max",0.765351286834161
-25,"Max",0.602540230435321
-15,"Max",0.302260043130942
-5,"Max",-0.00461527119751735
5,"Max",0.22560501230122
15,"Max",0.228649016604963
25,"Max",0.23109782548289
35,"Max",0.232173235876701
45,"Max",0.231974537010326
55,"Max",0.231773556319482
65,"Max",0.148707126688568
75,"Max",-0.00478840943089766
85,"Max",-0.1743770979125
95,"Max",-0.00349710686584296
105,"Max",-0.00354802462201094
115,"Max",-0.157758352960843
125,"Max",-0.31152969129074
135,"Max",-0.356413127355566
145,"Max",-0.3614329135014
155,"Max",-0.366529122363907
165,"Max",-0.217646115546026
175,"Max",-0.00432194730168265
185,"Max",-0.00429750652815863
195,"Max",-0.00428328669696845
-195,"P85",0.55920630387268
-185,"P85",0.266083197273603
-175,"P85",0.148679210930748
-165,"P85",0.164991979490214
-155,"P85",0.159153583495538
-145,"P85",0.159102748279715
-135,"P85",0.132549296856025
-125,"P85",0.146283070025536
-115,"P85",0.153625306117635
-105,"P85",0.152970657351483
-95,"P85",0.143691526464721
-85,"P85",0.165489808366606
-75,"P85",0.222177681578316
-65,"P85",0.433182987532383
-55,"P85",0.50876568764931
-45,"P85",0.733752290113408
-35,"P85",0.725086264611782
-25,"P85",0.390447380197572
-15,"P85",0.109994476516922
-5,"P85",-0.216504049374326
5,"P85",-0.298761548062526
15,"P85",-0.0621423751042049
25,"P85",0.0554082750377918
35,"P85",0.0556924030752586
45,"P85",0.170843204884722
55,"P85",0.170209833198084
65,"P85",0.0337214249157886
75,"P85",-0.144762966237514
85,"P85",-0.186402485755462
95,"P85",-0.180112844217119
105,"P85",-0.236509066690667
115,"P85",-0.175053117151972
125,"P85",-0.344748601238548
135,"P85",-0.368702568507849
145,"P85",-0.372369859831494
155,"P85",-0.376824514839993
165,"P85",-0.336578155498905
175,"P85",-0.144041729543789
185,"P85",-0.145020073255596
195,"P85",-0.335521647876628
-195,"Median",0.153452184942027
-185,"Median",0.0435498444145061
-175,"Median",-0.0399079795856142
-165,"Median",0.0371372388258765
-155,"Median",-0.0431877287857224
-145,"Median",0.0205927297448834
-135,"Median",0.0101149277237788
-125,"Median",0.101709900512551
-115,"Median",0.107955856118051
-105,"Median",0.100202184751553
-95,"Median",0.0161080183089611
-85,"Median",-0.0424653186376536
-75,"Median",-0.0652379695979905
-65,"Median",0.178315343028466
-55,"Median",0.302108476072534
-45,"Median",0.469143857766161
-35,"Median",0.523684574311805
-25,"Median",0.194687209476271
-15,"Median",-0.11291141606028
