"position.disgap","Type","MaxLateralSpeed"
-5,"Median",-0.399556808542054
5,"Median",-0.854691730213782
15,"Median",-0.524567549028628
25,"Median",-0.31591529790307
35,"Median",-0.142600076548679
45,"Median",0.0691641925317683
55,"Median",-0.24472327086231
65,"Median",-0.19282806745129
75,"Median",-0.270079545148727
85,"Median",-0.279159969368425
95,"Median",-0.424437694276176
105,"Median",-0.725676173785517
115,"Median",-0.898518294749699
125,"Median",-0.620104740314609
135,"Median",-0.602844961133212
145,"Median",-0.693020762612073
155,"Median",-0.558364218940155
165,"Median",-0.515584357474428
175,"Median",-0.371572229288994
185,"Median",-0.369279379886911
195,"Median",-0.540320222445874
-195,"Avg",0.218267336810449
-185,"Avg",0.102916312570577
-175,"Avg",0.00323946969212024
-165,"Avg",-0.00901141051491335
-155,"Avg",-0.000593570027628346
-145,"Avg",0.0304079939428503
-135,"Avg",0.0151496893098593
-125,"Avg",0.051894947144853
-115,"Avg",0.0614138286145584
-105,"Avg",0.0546540738139794
-95,"Avg",-0.00436784991490513
-85,"Avg",-0.058578119154462
-75,"Avg",-0.0243899092145999
-65,"Avg",0.163439965356593
-55,"Avg",0.321496169422946
-45,"Avg",0.543918254913735
-35,"Avg",0.531833341196266
-25,"Avg",0.254917935282535
-15,"Avg",-0.0997064673586071
-5,"Avg",-0.696965247057796
5,"Avg",-0.8051433498925
15,"Avg",-0.649623376046054
25,"Avg",-0.657137801759868
35,"Avg",-0.570048684423226
45,"Avg",-0.281878101403896
55,"Avg",-0.26128050549981
65,"Avg",-0.207543072272443
75,"Avg",-0.260320380894643
85,"Avg",-0.438738470512081
95,"Avg",-0.521834566343804
105,"Avg",-0.647867885486659
115,"Avg",-0.733994980163504
125,"Avg",-0.693984576822387
135,"Avg",-0.659316230823016
145,"Avg",-0.640263127279416
155,"Avg",-0.571061409812955
165,"Avg",-0.506513070425391
175,"Avg",-0.440914259200809
185,"Avg",-0.414467815113204
195,"Avg",-0.45263560404176
-195,"Min",-0.0701656225625174
-185,"Min",-0.137867644561301
-175,"Min",-0.136419041303533
-165,"Min",-0.346420773702689
-155,"Min",-0.134681238587842
-145,"Min",-0.133750350775686
-135,"Min",-0.132944095631738
-125,"Min",-0.132075486491389
-115,"Min",-0.131144825027971
-105,"Min",-0.130277025432606
-95,"Min",-0.302719970164083
-85,"Min",-0.546610085990252
-75,"Min",-0.371425451090126
-65,"Min",-0.227170397691462
-55,"Min",-0.0423558018593086
-45,"Min",0.337825132553962
-35,"Min",0.317361953631527
-25,"Min",0.0775816883552655
-15,"Min",-0.383274971876018
-5,"Min",-1.57822374412567
5,"Min",-1.70334680477999
15,"Min",-1.75170782766161
25,"Min",-2.33733808107587
35,"Min",-2.31386573755731
45,"Min",-1.3360146207592
55,"Min",-0.761846814538833
65,"Min",-0.521894455477046
75,"Min",-0.478672994444956
85,"Min",-1.2573154770072
95,"Min",-1.14896204013952
105,"Min",-1.10521601366333
115,"Min",-1.16448567796133
125,"Min",-1.15718839040376
135,"Min",-1.1499141024513
145,"Min",-0.915404604673368
155,"Min",-0.823469226573384
165,"Min",-0.7396911823329
175,"Min",-1.123895317838
185,"Min",-0.9606417767601
195,"Min",-0.598304597517802
