"position.disgap","Type","MinLateralSpeed"
-195,"Max",0.33069470311601
-185,"Max",0.162025636774539
-175,"Max",0.153762989995619
-165,"Max",0.14401939945585
-155,"Max",0.199917125972007
-145,"Max",0.145382574035051
-135,"Max",0.144793539753929
-125,"Max",0.143899637688864
-115,"Max",0.149578850011511
-105,"Max",0.148216596159675
-95,"Max",0.146241369906194
-85,"Max",0.143928704695371
-75,"Max",0.203046568981172
-65,"Max",0.222947999463448
-55,"Max",0.603817331521465
-45,"Max",0.672365616522863
-35,"Max",0.482655070674387
-25,"Max",0.387116193215404
-15,"Max",-0.119611569064667
-5,"Max",-0.230900821548452
5,"Max",-0.004664170172777
15,"Max",0.225800923058774
25,"Max",0.228844921196802
35,"Max",0.231293730330638
45,"Max",0.23177415664477
55,"Max",0.148708062348294
65,"Max",-0.00480873512203371
75,"Max",-0.239777453050615
85,"Max",-0.239777995764354
95,"Max",-0.174986652369188
105,"Max",-0.180611228916203
115,"Max",-0.313956954793438
125,"Max",-0.470557759629041
135,"Max",-0.361028989626114
145,"Max",-0.365918461318996
155,"Max",-0.575939016129439
165,"Max",-0.433167229965454
175,"Max",-0.217645039322929
185,"Max",-0.00431991297122345
195,"Max",-0.214371948030605
-195,"P85",0.204895282418656
-185,"P85",0.147875464287138
-175,"P85",0.146267465557091
-165,"P85",0.128620978565441
-155,"P85",0.158617245961972
-145,"P85",0.00791590118698084
-135,"P85",0.0915733607520654
-125,"P85",0.132174630614514
-115,"P85",0.144751348212557
-105,"P85",0.143793704805091
-95,"P85",0.00916955207277387
-85,"P85",-0.013209006548177
-75,"P85",0.000837131792152203
-65,"P85",0.153771622373086
-55,"P85",0.290603907382526
-45,"P85",0.407921658849929
-35,"P85",0.432700770917153
-25,"P85",0.119204555112984
-15,"P85",-0.295579982772819
-5,"P85",-0.649990871460246
5,"P85",-0.593413203106873
15,"P85",-0.2987007332828
25,"P85",-0.0620168778969157
35,"P85",0.0554587787936601
45,"P85",0.0555941508791471
55,"P85",0.0337018385277922
65,"P85",-0.174224754652681
75,"P85",-0.345429504107284
85,"P85",-0.319948384536147
95,"P85",-0.400313331187941
105,"P85",-0.39941023122863
115,"P85",-0.350945364543264
125,"P85",-0.531467904328336
