"position.disgap","Type","LongitudinalAcc"
-195,"Max",-0.227690095022354
-185,"Max",-0.22638434397184
-175,"Max",-0.0877705298532502
-165,"Max",-0.135049748613348
-155,"Max",-0.0318401765333768
-145,"Max",-0.468003829147106
-135,"Max",-0.233179794507623
-125,"Max",-0.14837234472993
-115,"Max",-0.347643795814603
-105,"Max",-0.231474384695446
-95,"Max",-0.373823736916194
-85,"Max",-0.229754354495389
-75,"Max",-0.169871035261117
-65,"Max",-0.245628920689702
-55,"Max",-0.468463989694816
-45,"Max",-0.0566319517517915
-35,"Max",-0.0621688772880839
-25,"Max",-0.286172037033573
-15,"Max",-0.375062008418347
-5,"Max",-0.186993545985807
5,"Max",-0.0988752303362816
15,"Max",-0.091737089017078
25,"Max",-0.188548778947999
35,"Max",-0.149169569477871
45,"Max",-0.167504549876789
55,"Max",-0.124421924586211
65,"Max",-0.17994054452768
75,"Max",-0.122851576632455
85,"Max",-0.109631958423009
95,"Max",-0.127512239901028
105,"Max",-0.205089421146762
115,"Max",-0.167087108733972
125,"Max",-0.15390474708637
135,"Max",-0.153313983888568
145,"Max",-0.154287953069106
155,"Max",-0.175938159664798
165,"Max",-0.14894111944342
175,"Max",-0.262093790407267
185,"Max",-0.305200044127088
195,"Max",-0.140633579599002
-195,"P85",-0.278597251805279
-185,"P85",-0.277862469916778
-175,"P85",-0.227018318406427
-165,"P85",-0.42359587004471
-155,"P85",-0.15160985058286
-145,"P85",-0.468975724955305
-135,"P85",-0.281038241517526
-125,"P85",-0.316040055902186
-115,"P85",-0.514566488501784
-105,"P85",-0.466828484514187
-95,"P85",-0.439183427926639
-85,"P85",-0.248713951990648
-75,"P85",-0.210348305172423
-65,"P85",-0.379809332703703
-55,"P85",-0.47403216119523
-45,"P85",-0.198524925677568
-35,"P85",-0.198108390069041
-25,"P85",-0.372788858515291
-15,"P85",-0.37855605030856
-5,"P85",-0.189234418075792
5,"P85",-0.154254994982868
15,"P85",-0.155515299194608
25,"P85",-0.261505820144173
35,"P85",-0.171528944718872
45,"P85",-0.179334761751322
55,"P85",-0.158240878322212
65,"P85",-0.195692143904904
75,"P85",-0.233663003663242
85,"P85",-0.136373054566155
95,"P85",-0.153231342783435
105,"P85",-0.224494273612523
115,"P85",-0.174630703165296
125,"P85",-0.219943398021888
135,"P85",-0.167534740245898
145,"P85",-0.170037353091116
155,"P85",-0.192807081620328
165,"P85",-0.21682517750199
175,"P85",-0.262667554948943
185,"P85",-0.305294020231897
195,"P85",-0.216949182910861
-195,"Median",-0.468330827527823
-185,"Median",-0.422746710935821
-175,"Median",-0.375865805138908
-165,"Median",-0.656806604892443
-155,"Median",-0.621237665129386
-145,"Median",-0.626020879654708
-135,"Median",-0.400626578289342
-125,"Median",-0.624978806196192
-115,"Median",-0.640105774774191
-105,"Median",-0.62715476584143
-95,"Median",-0.523030488321611
-85,"Median",-0.511756783384272
-75,"Median",-0.46937168331374
-65,"Median",-0.624432276588725
-55,"Median",-0.623043959800616
-45,"Median",-0.618302072642484
-35,"Median",-0.622041417669289
-25,"Median",-0.623155620037879
-15,"Median",-0.471861868979234
-5,"Median",-0.194495189779424
5,"Median",-0.202369975752227
15,"Median",-0.20604264528816
25,"Median",-0.370422445347763
35,"Median",-0.289197905275788
45,"Median",-0.307876888211318
55,"Median",-0.307782085808827
65,"Median",-0.30726532336183
75,"Median",-0.321035080976379
85,"Median",-0.263271693595991
95,"Median",-0.183104611810822
105,"Median",-0.263242444138737
115,"Median",-0.271225335635372
125,"Median",-0.307571555699333
135,"Median",-0.309439533789882
145,"Median",-0.262514458862359
155,"Median",-0.296205429077977
165,"Median",-0.274667607121386
175,"Median",-0.305564438376737
185,"Median",-0.305475980646944
195,"Median",-0.342108190143653
-195,"Avg",-0.451075534861799
-185,"Avg",-0.409098723874415
-175,"Avg",-0.40976148067543
-165,"Avg",-0.843438011365647
-155,"Avg",-0.427040026203535
-145,"Avg",-0.578302423295835
-135,"Avg",-0.415358643376352
