"position.disgap","Type","LongitudinalAccRate"
-195,"Max",111.403166676991
-185,"Max",38.5014432080267
-175,"Max",103.843126159116
-165,"Max",81.1647896269803
-155,"Max",32.8251271796318
-145,"Max",18.5104436740142
-135,"Max",66.5675996801565
-125,"Max",343.253170123172
-115,"Max",112.175055981383
-105,"Max",116.545799343442
-95,"Max",45.246246060762
-85,"Max",66.847808104217
-75,"Max",107.891865226952
-65,"Max",148.913402791831
-55,"Max",249.593283334492
-45,"Max",93.4361419729705
-35,"Max",123.062911095076
-25,"Max",160.47676840795
-15,"Max",59.1533464621978
-5,"Max",29.3351130880448
5,"Max",269.7579733427
15,"Max",199.169807332245
25,"Max",37.4436565185245
35,"Max",66.0791171202672
45,"Max",32.4322636367426
55,"Max",50.7620170936317
65,"Max",81.4433137295699
75,"Max",49.0497696618057
85,"Max",64.1100616012446
95,"Max",28.055662677069
105,"Max",80.8121370616856
115,"Max",38.2831006384661
125,"Max",56.8081651734047
135,"Max",69.8728650686953
145,"Max",53.0630983855441
155,"Max",47.1344291823267
165,"Max",39.3537138353659
175,"Max",21.2212900372459
185,"Max",123.479871442009
195,"Max",277.401871069957
-195,"P85",41.4065781634326
-185,"P85",37.3762959905986
-175,"P85",43.4294744030114
-165,"P85",35.7586941451889
-155,"P85",32.7840671738975
-145,"P85",18.067322525951
-135,"P85",30.5174709764314
-125,"P85",120.427130844063
-115,"P85",102.954587117664
-105,"P85",56.8214227781311
-95,"P85",31.9873213821136
-85,"P85",42.3057559350798
-75,"P85",67.4101539365219
-65,"P85",56.9784408587161
-55,"P85",102.849141992727
-45,"P85",43.633119895367
-35,"P85",56.8904091708318
-25,"P85",108.251977282032
-15,"P85",44.3369932227832
-5,"P85",19.0452387969938
5,"P85",215.6785587386
15,"P85",101.65099141334
25,"P85",29.2885462699952
35,"P85",46.1092754925634
45,"P85",21.0491782138535
55,"P85",42.0416807397109
65,"P85",74.6483167232874
75,"P85",41.7014629909653
85,"P85",32.1943462675456
95,"P85",26.9709255118881
105,"P85",54.1273619752809
115,"P85",23.5225469227659
125,"P85",48.7562646991585
135,"P85",40.7343654321187
145,"P85",38.4216663807241
155,"P85",33.9773123054749
165,"P85",33.6310081077389
175,"P85",20.432947202741
185,"P85",84.004389117203
195,"P85",108.663430798453
-195,"Median",13.585529870919
-185,"Median",26.4584222678037
-175,"Median",15.6876401801275
-165,"Median",16.1559104728911
-155,"Median",16.5380352468399
-145,"Median",13.3000765155188
-135,"Median",16.0942867637538
-125,"Median",25.089412898612
-115,"Median",30.48436022339
-105,"Median",25.3972599991397
-95,"Median",13.4473752720887
-85,"Median",23.6279388329341
-75,"Median",23.9231268903903
-65,"Median",19.3021412164054
-55,"Median",31.2476711092006
-45,"Median",21.8866602260037
-35,"Median",26.9300611976352
-25,"Median",20.0801087060803
-15,"Median",31.0823207652881
-5,"Median",14.5919493131106
5,"Median",31.6111212236956
15,"Median",30.122435676316
25,"Median",17.9915795041898
35,"Median",33.7163204763581
45,"Median",15.2435771192393
55,"Median",22.675181942598
65,"Median",65.8630561580674
75,"Median",25.7044168106888
85,"Median",15.6060105208219
95,"Median",14.0662638045596
105,"Median",24.2810765339564
115,"Median",15.9225719109032
125,"Median",26.8894445673659
135,"Median",21.1090135286681
145,"Median",30.8287355752622
155,"Median",24.7195445525791
165,"Median",23.7238205153917
175,"Median",16.0622265379433
185,"Median",24.9962259096469
195,"Median",44.7010527032468
-195,"Avg",28.3747265648142
-185,"Avg",24.5639477493527
-175,"Avg",29.9980388450449
-165,"Avg",25.4569472245077
-155,"Avg",18.7724228945695
-145,"Avg",13.9717924725699
-135,"Avg",23.3891646295222
-125,"Avg",76.9583903716716
-115,"Avg",48.0317442307047
-105,"Avg",38.5550014010385
-95,"Avg",19.5641638845405
-85,"Avg",27.7925415481337
-75,"Avg",39.5727993914138
-65,"Avg",40.3008992599912
-55,"Avg",65.763703547273
-45,"Avg",31.2830854151685
-35,"Avg",41.7509569587534
-25,"Avg",53.2524740514775
-15,"Avg",30.5210004937316
-5,"Avg",16.8025542816739
5,"Avg",92.8314292174648
15,"Avg",58.8447629901257
25,"Avg",20.7274440772235
35,"Avg",37.3603965148529
45,"Avg",17.8534345522121
55,"Avg",25.8075093794894
