"position.disgap","Type","MaxLongitudinalSpeed"
-195,"Max",100.741808033261
-185,"Max",100.746991765154
-175,"Max",100.803737296038
-165,"Max",100.872494584177
-155,"Max",100.940529229007
-145,"Max",100.987390651936
-135,"Max",101.046000541752
-125,"Max",101.114817591956
-115,"Max",101.174102414985
-105,"Max",101.203679020642
-95,"Max",101.334383544287
-85,"Max",101.32580593188
-75,"Max",101.401264617659
-65,"Max",101.465287489405
-55,"Max",101.542217046778
-45,"Max",101.599352215472
-35,"Max",101.67451829312
-25,"Max",101.768971615532
-15,"Max",101.817382290898
-5,"Max",101.852430556317
5,"Max",101.91960298124
15,"Max",101.973479712423
25,"Max",102.026744019316
35,"Max",102.079590767129
45,"Max",102.112254333418
55,"Max",102.141841439425
65,"Max",102.162764322015
75,"Max",102.191137352641
85,"Max",102.193438567371
95,"Max",102.209114663986
105,"Max",102.211455528251
115,"Max",102.210075553204
125,"Max",102.20484502221
135,"Max",102.193415641638
145,"Max",102.174442009378
155,"Max",102.15893437774
165,"Max",102.132689929771
175,"Max",102.105281382249
185,"Max",102.059338076571
195,"Max",101.999111992977
-195,"P85",99.2415150132656
-185,"P85",99.2909411802672
-175,"P85",99.3826568445284
-165,"P85",99.4754209347586
-155,"P85",99.5559505381318
-145,"P85",99.6459175524876
-135,"P85",99.7810969614989
-125,"P85",99.9305112217646
-115,"P85",100.065930197044
-105,"P85",100.190453842346
-95,"P85",100.354812169233
-85,"P85",100.491735324115
-75,"P85",100.648121266572
-65,"P85",100.820775394523
-55,"P85",100.957354611658
-45,"P85",101.07485812042
-35,"P85",101.205187811558
-25,"P85",101.299835242682
-15,"P85",101.404229504002
-5,"P85",101.4956115034
5,"P85",101.583256156379
15,"P85",101.639287964641
25,"P85",101.737890377324
35,"P85",101.771625302979
45,"P85",101.829655702363
55,"P85",101.862659719458
65,"P85",101.908540317775
75,"P85",101.946301624921
85,"P85",101.976399674343
95,"P85",102.012362877077
105,"P85",102.039069049957
115,"P85",102.066816218123
125,"P85",102.072776085444
135,"P85",102.058582901507
145,"P85",102.043393717387
155,"P85",102.028933810066
165,"P85",102.010481561348
175,"P85",101.974224105114
185,"P85",101.940640254367
195,"P85",101.883935566588
-195,"Median",98.2385694611296
-185,"Median",98.2968512619022
-175,"Median",98.3962011386675
-165,"Median",98.4765168491437
-155,"Median",98.6095223855857
-145,"Median",98.7386705482744
-135,"Median",98.8249865607016
-125,"Median",98.9324427393566
-115,"Median",99.0622151492682
-105,"Median",99.1429246670651
-95,"Median",99.2517902450126
-85,"Median",99.3526828649192
-75,"Median",99.4555022974739
-65,"Median",99.5915271937829
-55,"Median",99.6940955779412
-45,"Median",99.8082182956108
-35,"Median",99.9353955944923
-25,"Median",100.041573286271
-15,"Median",100.173143320473
-5,"Median",100.271565182005
5,"Median",100.363988384138
15,"Median",100.476353651261
25,"Median",100.562725600126
35,"Median",100.649675887895
45,"Median",100.738617847956
55,"Median",100.814177202868
65,"Median",100.896862720247
75,"Median",100.960617991875
85,"Median",101.045915962506
95,"Median",101.103527895063
105,"Median",101.146178820487
115,"Median",101.160573290612
125,"Median",101.174574066626
135,"Median",101.230187969697
145,"Median",101.261557042986
155,"Median",101.286183783139
165,"Median",101.311525022626
175,"Median",101.327888007763
185,"Median",101.323441776032
195,"Median",101.316937760766
-195,"Avg",98.1288350399814
-185,"Avg",98.2019350298257
-175,"Avg",98.2852975596649
-165,"Avg",98.3822160617848
-155,"Avg",98.4726888052906
-145,"Avg",98.5781179141037
-135,"Avg",98.6772959781825
-125,"Avg",98.7988625347295
-115,"Avg",98.9264050102536
-105,"Avg",99.0277995232805
-95,"Avg",99.1554832232994
-85,"Avg",99.2709726703959
-75,"Avg",99.4035457391459
-65,"Avg",99.5306036251977
-55,"Avg",99.6489590219773
-45,"Avg",99.7686519293163
-35,"Avg",99.8912174750487
-25,"Avg",100.002810411267
-15,"Avg",100.113058748046
-5,"Avg",100.217691179163
5,"Avg",100.316339362298
15,"Avg",100.401931697687
25,"Avg",100.502745488211
35,"Avg",100.562845090489
45,"Avg",100.651167166778
55,"Avg",100.697585161265
65,"Avg",100.774336993008
75,"Avg",100.827641810035
85,"Avg",100.885683163116
95,"Avg",100.938811769812
105,"Avg",100.979970385041
115,"Avg",101.015633265347
125,"Avg",101.043149201757
135,"Avg",101.067192913447
145,"Avg",101.080795796202
155,"Avg",101.097161008827
165,"Avg",101.109533541341
175,"Avg",101.10459210649
185,"Avg",101.101858731027
195,"Avg",101.086911707907
-195,"Min",96.12210891563
-185,"Min",96.2782230194816
-175,"Min",96.3667666977897
-165,"Min",96.5220704414686
-155,"Min",96.6228451362684
-145,"Min",96.7690993096559
-135,"Min",96.881202875281
-125,"Min",97.0129736385029
-115,"Min",97.1613338837514
-105,"Min",97.2765113814886
-95,"Min",97.4170769452841
-85,"Min",97.5640267318256
-75,"Min",97.7263194098159
-65,"Min",97.8339685913435
-55,"Min",97.9672447333051
-45,"Min",98.1341917950832
-35,"Min",98.2741870015473
-25,"Min",98.3954710721759
-15,"Min",98.5424532443448
-5,"Min",98.7015728627327
5,"Min",98.8383864332736
15,"Min",98.9728250449517
25,"Min",99.1054181325131
35,"Min",99.1919005071012
45,"Min",99.3335486217195
55,"Min",99.4018145804556
65,"Min",99.5168014492072
75,"Min",99.5746723054077
85,"Min",99.6451040745622
95,"Min",99.7029492334411
105,"Min",99.7266584483092
115,"Min",99.764273974435
125,"Min",99.8066384698983
135,"Min",99.8297765104528
145,"Min",99.8389447443876
155,"Min",99.85898640549
165,"Min",99.8689583562815
175,"Min",99.8646005784021
185,"Min",99.8694584509631
195,"Min",99.865338277245
