"position.disgap","Type","P85LateralSpeed"
-195,"Max",0.55310544828311
-185,"Max",0.55534631809542
-175,"Max",0.161460429042061
-165,"Max",0.200549042062685
-155,"Max",0.200465823487615
-145,"Max",0.199753498051231
-135,"Max",0.145332915415914
-125,"Max",0.150612406242314
-115,"Max",0.15019187172611
-105,"Max",0.149435812276717
-95,"Max",0.147807924547811
-85,"Max",0.182687862942354
-75,"Max",0.386441128425657
-65,"Max",0.435559726653459
-55,"Max",0.892850030456595
-45,"Max",0.925910538478267
-35,"Max",0.690632905131043
-25,"Max",0.595599765632568
-15,"Max",0.25548850551233
-5,"Max",-0.0046217705618938
5,"Max",0.225496851645821
15,"Max",0.228256135471488
25,"Max",0.230666834891057
35,"Max",0.232076295556103
45,"Max",0.231973689007262
55,"Max",0.23177299739454
65,"Max",0.148606174750205
75,"Max",-0.00479043704818757
85,"Max",-0.174433555708274
95,"Max",-0.0035036146889749
105,"Max",-0.178001951685162
115,"Max",-0.157875676361438
125,"Max",-0.311537886923642
135,"Max",-0.357701429603185
145,"Max",-0.362042575101476
155,"Max",-0.38080319056949
165,"Max",-0.217791733370705
175,"Max",-0.0043239825697839
185,"Max",-0.00429975315498593
195,"Max",-0.00428551749933145
-195,"P85",0.40393610130023
-185,"P85",0.260941247213752
-175,"P85",0.148509037239394
-165,"P85",0.164056251553597
-155,"P85",0.159102289612798
-145,"P85",0.159079403146222
-135,"P85",0.0930405704176978
-125,"P85",0.146105655217069
-115,"P85",0.145381239295903
-105,"P85",0.144613403071347
-95,"P85",0.143541413475003
-85,"P85",0.15473716021238
-75,"P85",0.183356217511512
-65,"P85",0.401790408788172
-55,"P85",0.45151914365026
-45,"P85",0.627132010028751
-35,"P85",0.686880336245034
-25,"P85",0.352303843007924
-15,"P85",0.0880705571908513
-5,"P85",-0.358122502446089
5,"P85",-0.299189274661938
15,"P85",-0.0623182765231922
25,"P85",0.055298989990794
35,"P85",0.0556666416663303
45,"P85",0.170769525104999
55,"P85",0.170137022541416
65,"P85",0.0335511098680261
75,"P85",-0.144888961226364
85,"P85",-0.186562935338165
95,"P85",-0.180254705030046
105,"P85",-0.280280052861837
115,"P85",-0.248682239778152
125,"P85",-0.460983485128218
135,"P85",-0.369702492709319
145,"P85",-0.373586601142844
155,"P85",-0.420407339269026
165,"P85",-0.336762133019762
175,"P85",-0.144193121742976
185,"P85",-0.145176847219223
195,"P85",-0.335946105263803
-195,"Median",0.153363556439189
-185,"Median",0.0434741304922838
-175,"Median",-0.0571207759212558
-165,"Median",0.0371028502975304
-155,"Median",-0.0544889691536232
-145,"Median",0.0203668863782329
-135,"Median",-0.0460150486709844
-125,"Median",0.101496085058324
-115,"Median",0.10240099437661
-105,"Median",0.0417086892366305
-95,"Median",0.0159436143002931
-85,"Median",-0.0507152581805692
-75,"Median",-0.0652892085064772
-65,"Median",0.12324824850614
-55,"Median",0.272436892225322
-45,"Median",0.424273314941395
-35,"Median",0.49998049386116
-25,"Median",0.140484896798203
-15,"Median",-0.196380672560348
-5,"Median",-0.561092187972881
5,"Median",-0.864837496185483
15,"Median",-0.553883662029856
25,"Median",-0.331032375362905
35,"Median",-0.150844286822781
45,"Median",0.0611345156628872
55,"Median",-0.244928966433176
65,"Median",-0.236988209595857
75,"Median",-0.360855286672703
85,"Median",-0.279360644548667
95,"Median",-0.424745454055182
105,"Median",-0.817031814225149
115,"Median",-0.982493912857746
125,"Median",-0.702660420942151
135,"Median",-0.603715043837108
145,"Median",-0.693546011630453
155,"Median",-0.616867547644195
165,"Median",-0.606325944386298
175,"Median",-0.37183416191978
185,"Median",-0.369590864001763
195,"Median",-0.541107134608125
-195,"Avg",0.181192532028246
-185,"Avg",0.082115990657278
-175,"Avg",-0.0507420066419355
-165,"Avg",-0.00941374076106747
-155,"Avg",-0.00451629484313586
-145,"Avg",0.0302794343894529
-135,"Avg",-0.0123763062053816
-125,"Avg",0.0517358662745009
-115,"Avg",0.0520441729370419
-105,"Avg",0.0317152432825423
-95,"Avg",-0.0184452892459624
-85,"Avg",-0.0715215315105523
-75,"Avg",-0.048809769232447
-65,"Avg",0.124118143774724
-55,"Avg",0.266491717308171
-45,"Avg",0.492962805632217
-35,"Avg",0.498363431664891
-25,"Avg",0.209178151875365
-15,"Avg",-0.220094295376349
-5,"Avg",-0.824056953921399
5,"Avg",-0.819111738735078
15,"Avg",-0.687799243175919
25,"Avg",-0.663174388611825
35,"Avg",-0.605270854328781
45,"Avg",-0.316354371483962
55,"Avg",-0.261562117866827
65,"Avg",-0.222433879378813
75,"Avg",-0.331230277483311
85,"Avg",-0.47625623786889
95,"Avg",-0.522769212631558
105,"Avg",-0.708075508244217
115,"Avg",-0.778685265236848
125,"Avg",-0.74754239171834
135,"Avg",-0.660200610349635
145,"Avg",-0.641084991447168
155,"Avg",-0.602283376884015
165,"Avg",-0.537543781952531
175,"Avg",-0.441714573165175
185,"Avg",-0.4149441416915
195,"Avg",-0.45323744276453
-195,"Min",-0.0701789118765877
-185,"Min",-0.242074691224602
-175,"Min",-0.323760002061852
-165,"Min",-0.347427796177482
-155,"Min",-0.134814616352855
-145,"Min",-0.133874409057046
-135,"Min",-0.133096214504489
-125,"Min",-0.132233678986567
-115,"Min",-0.13129681402961
-105,"Min",-0.130471936625047
-95,"Min",-0.302949580003606
-85,"Min",-0.546811410649889
-75,"Min",-0.464685729786739
-65,"Min",-0.263030521630646
-55,"Min",-0.0991968460885103
-45,"Min",0.292525706248569
-35,"Min",0.296112995066989
-25,"Min",0.0456801434589686
-15,"Min",-0.747234871079643
-5,"Min",-1.75892422854318
5,"Min",-1.74155031721457
15,"Min",-1.75341161355732
25,"Min",-2.33985387327474
35,"Min",-2.50530202463025
45,"Min",-1.52587399406845
55,"Min",-0.762315113216659
65,"Min",-0.522213688856265
75,"Min",-0.589999616592793
85,"Min",-1.26126245791546
95,"Min",-1.15302954101143
105,"Min",-1.10576676110327
115,"Min",-1.16523894691195
125,"Min",-1.15823021107313
135,"Min",-1.15073836560585
145,"Min",-0.916468754077167
155,"Min",-0.825348468768439
165,"Min",-0.74210911331192
175,"Min",-1.12681471139998
185,"Min",-0.962394646556
195,"Min",-0.59893833651998
