"position.disgap","Type","TLC"
-195,"Max",17.8106458829586
-185,"Max",17.3950989888657
-175,"Max",16.939899148523
-165,"Max",16.4306672410963
-155,"Max",37.7293482304815
-145,"Max",40.8022618086272
-135,"Max",41.3713446112873
-125,"Max",32.8262030204394
-115,"Max",33.2439470544601
-105,"Max",45.8636808966014
-95,"Max",46.0422183936936
-85,"Max",45.5742051177845
-75,"Max",28.6870192792406
-65,"Max",16.3482552123112
-55,"Max",12.9488841600717
-45,"Max",15.5099603581643
-35,"Max",13.9848343142379
-25,"Max",35.3635933823327
-15,"Max",15.1686890724546
-5,"Max",3.65877028187808
5,"Max",93.8662368511058
15,"Max",12.7214322734266
25,"Max",12.0910360992539
35,"Max",254.395131843102
45,"Max",475.281563103213
55,"Max",477.583895216544
65,"Max",269.643907293644
75,"Max",266.860167309114
85,"Max",7.17622557924803
95,"Max",320.142537709176
105,"Max",6.02421414738807
115,"Max",3.93368338162993
125,"Max",3.45027348810612
135,"Max",3.76274012365904
145,"Max",4.55011494317158
155,"Max",4.31738439972498
165,"Max",6.04355194500293
175,"Max",283.892090295867
185,"Max",563.837996445571
195,"Max",566.785217207304
-195,"P85",16.1089624242467
-185,"P85",15.7899047135339
-175,"P85",15.6642209573529
-165,"P85",15.9958717609542
-155,"P85",21.2936045390011
-145,"P85",33.6103055229958
-135,"P85",34.4127096012842
-125,"P85",22.6995674514582
-115,"P85",22.730637622819
-105,"P85",36.7554755723931
-95,"P85",25.7452942171443
-85,"P85",33.4852389963771
-75,"P85",25.407953675475
-65,"P85",12.8053529814456
-55,"P85",10.1495399831617
-45,"P85",11.02897288272
-35,"P85",12.6979753502022
-25,"P85",28.9452938402613
-15,"P85",10.4477308709737
-5,"P85",3.17497474941383
5,"P85",25.0993019179766
15,"P85",7.18793386374959
25,"P85",6.943625295166
35,"P85",72.1628143315745
45,"P85",137.464421076809
55,"P85",318.777801413795
65,"P85",81.3907912981502
75,"P85",72.2395096817268
85,"P85",6.84320115172943
95,"P85",82.5590238756399
105,"P85",4.58155086967204
115,"P85",2.9279971565934
125,"P85",3.35422852969839
135,"P85",3.30478407645924
145,"P85",3.54584338024762
155,"P85",4.22815479177372
165,"P85",5.9606705798087
175,"P85",76.8142289038631
185,"P85",146.354617357015
195,"P85",145.101347287836
-195,"Median",13.4194047692911
-185,"Median",12.5385970122975
-175,"Median",11.6787861472588
