"position.disgap","Type","P85LongitudinalSpeed"
-195,"Max",86.1577262353139
-185,"Max",86.0938392211516
-175,"Max",86.0058293570656
-165,"Max",85.9309762184214
-155,"Max",85.8421469530015
-145,"Max",85.7530873435307
-135,"Max",85.6884859542401
-125,"Max",85.6018806178297
-115,"Max",85.526027762146
-105,"Max",85.4304318836464
-95,"Max",85.3448387392936
-85,"Max",85.2957581166962
-75,"Max",85.2127429684079
-65,"Max",85.1198483546302
-55,"Max",85.0477346099908
-45,"Max",84.9774904604873
-35,"Max",84.8986952106301
-25,"Max",84.8245502182461
-15,"Max",84.7663345826537
-5,"Max",84.6777698132507
5,"Max",84.5829171811506
15,"Max",84.4717978006616
25,"Max",84.3521775942874
35,"Max",84.2374233837358
45,"Max",84.1390798580373
55,"Max",84.0394104999888
65,"Max",83.9406672745579
75,"Max",83.8541604090911
85,"Max",83.8129612590223
95,"Max",83.7611456309532
105,"Max",83.7007485761307
115,"Max",83.6558466308794
125,"Max",83.5964557399092
135,"Max",83.5281222377213
145,"Max",83.4614140888657
155,"Max",83.399839007887
165,"Max",83.3212115871019
175,"Max",83.2580060176641
185,"Max",83.1825577694097
195,"Max",83.1504896165121
-195,"P85",83.4762498119862
-185,"P85",83.4166167117334
-175,"P85",83.3278635743135
-165,"P85",83.2527615509586
-155,"P85",83.1616357051354
-145,"P85",83.0820457830147
-135,"P85",83.0258488809469
-125,"P85",82.9331236567672
-115,"P85",82.8583275844732
-105,"P85",82.7892666094648
-95,"P85",82.702243684979
-85,"P85",82.6538540514759
-75,"P85",82.5644735609556
-65,"P85",82.4857027829305
-55,"P85",82.4239170027784
-45,"P85",82.3561983568062
-35,"P85",82.2943918806919
-25,"P85",82.2263810133809
-15,"P85",82.1583393914312
-5,"P85",82.0839658121015
5,"P85",81.9975511911308
15,"P85",81.9232552142528
25,"P85",81.8887220393777
35,"P85",81.8526871655969
45,"P85",81.8233120759025
55,"P85",81.7870326711019
65,"P85",81.7416252252974
75,"P85",81.7042395482653
85,"P85",81.6904869644527
95,"P85",81.6590048323706
105,"P85",81.6250620109061
115,"P85",81.5946312898157
125,"P85",81.5599153411467
135,"P85",81.5173835676184
145,"P85",81.4688291092725
155,"P85",81.4248763764432
165,"P85",81.3729864832533
175,"P85",81.316363816307
185,"P85",81.256084205373
195,"P85",81.2143525840295
-195,"Median",80.3373855729082
-185,"Median",80.2377315896515
-175,"Median",80.1719078797796
-165,"Median",80.0552690707235
-155,"Median",79.9844635203997
-145,"Median",79.9759315329119
-135,"Median",79.9893121184778
-125,"Median",80.0002897543023
-115,"Median",80.0051281868099
-105,"Median",80.0030695437324
-95,"Median",80.0201223468761
-85,"Median",80.0205958126451
-75,"Median",80.0178009170306
-65,"Median",80.0282313919516
-55,"Median",80.0313986278401
-45,"Median",80.0422217052932
-35,"Median",80.0472571869436
-25,"Median",80.0889585953331
-15,"Median",80.1282829943117
-5,"Median",80.1720352127159
5,"Median",80.201951487398
15,"Median",80.2048094440998
25,"Median",80.1149157055708
35,"Median",80.03428560465
45,"Median",79.9524377515183
55,"Median",79.8570636110914
65,"Median",79.7663381536555
75,"Median",79.7635253091032
85,"Median",79.7671808055694
95,"Median",79.7619076467634
105,"Median",79.7459921884266
115,"Median",79.7426735693807
125,"Median",79.7187303747459
135,"Median",79.6948149255961
145,"Median",79.6743973338486
155,"Median",79.6383368137422
165,"Median",79.6133855960338
175,"Median",79.5757370413516
185,"Median",79.5249178902793
195,"Median",79.4771180782701
-195,"Avg",81.4217901507245
-185,"Avg",81.3843334102238
-175,"Avg",81.3364331906441
-165,"Avg",81.2919340637669
-155,"Avg",81.2448591433061
-145,"Avg",81.2050574389195
-135,"Avg",81.1736366741786
-125,"Avg",81.1320023247324
-115,"Avg",81.0935979104126
-105,"Avg",81.0571425458162
-95,"Avg",81.0227550569778
-85,"Avg",81.0006044801097
-75,"Avg",80.9643465382119
-65,"Avg",80.9325741537798
