"position.disgap","Type","MinLateralSpeed"
-195,"Max",0.541912929560191
-185,"Max",0.429210026478368
-175,"Max",0.316679281621072
-165,"Max",0.422368808052482
-155,"Max",0.424886272379326
-145,"Max",0.458696600166838
-135,"Max",1.0275541847207
-125,"Max",1.68285922367418
-115,"Max",2.36443384768452
-105,"Max",3.04633026486637
-95,"Max",3.48083216826865
-85,"Max",2.88845549231565
-75,"Max",2.24393728590114
-65,"Max",1.61462123829171
-55,"Max",1.34913288294331
-45,"Max",1.18037856745648
-35,"Max",1.17900626996704
-25,"Max",1.36227410948989
-15,"Max",1.44787475437831
-5,"Max",0.582944596617796
5,"Max",0.495912858096627
15,"Max",0.171629774509821
25,"Max",-0.0300098549564241
35,"Max",-0.03944234653698
45,"Max",0.0354170278408529
55,"Max",0.124358191687081
65,"Max",0.106238855139774
75,"Max",0.0842698364715342
85,"Max",0.0446591066404769
95,"Max",0.0039387293828789
105,"Max",-0.0542484758613536
115,"Max",0.0329191610859188
125,"Max",0.0170869558123268
135,"Max",0.306431998326313
145,"Max",0.220317030748822
155,"Max",0.278825943750101
165,"Max",0.12463888549407
175,"Max",0.186311953730326
185,"Max",-0.027130309391872
195,"Max",-0.137477403854085
-195,"P85",0.375832047333561
-185,"P85",0.277702605128039
-175,"P85",0.293595115177431
-165,"P85",0.258985938513462
-155,"P85",0.175757855666855
-145,"P85",0.391921547161036
-135,"P85",0.70277867633575
-125,"P85",0.845925201734391
-115,"P85",1.14442173060599
-105,"P85",1.3934436038132
-95,"P85",1.47990580629028
-85,"P85",1.43247902743778
-75,"P85",1.25036796241756
-65,"P85",1.25518317929982
-55,"P85",1.19346742008132
-45,"P85",0.825771862809614
-35,"P85",0.774971308118222
-25,"P85",0.999960259015219
-15,"P85",0.6811991941827
-5,"P85",0.501743627598431
5,"P85",0.278001628066377
15,"P85",0.00106790654690327
25,"P85",-0.073989317764693
35,"P85",-0.0753984401215083
45,"P85",-0.00629593721170811
55,"P85",0.0301115463970695
65,"P85",0.101838178678779
75,"P85",0.0613121317789868
85,"P85",-0.0493802080960979
95,"P85",-0.0821540666978599
105,"P85",-0.0640971971012045
115,"P85",-0.0157752206766214
125,"P85",0.00559478599573791
135,"P85",0.288385062133032
145,"P85",0.199981751130046
155,"P85",0.121715099641079
165,"P85",0.0850459116476386
175,"P85",-0.0391239980394873
185,"P85",-0.133906537593118
195,"P85",-0.137998440344456
-195,"Median",0.202205852193785
-185,"Median",0.123174245857536
-175,"Median",0.0386215786751573
-165,"Median",-0.0324683866832227
-155,"Median",-0.0522165902350102
-145,"Median",0.0098334122303274
-135,"Median",0.068274824822456
-125,"Median",0.135565038732098
-115,"Median",0.231705476380651
-105,"Median",0.281520255554058
-95,"Median",0.344179478071145
-85,"Median",-0.310858948254136
-75,"Median",-0.412311877721063
-65,"Median",0.676495423505874
-55,"Median",0.195066387417392
-45,"Median",0.141002163110849
-35,"Median",-0.207282844065886
-25,"Median",-0.045416533255587
-15,"Median",0.037653143431379
-5,"Median",0.102078464184298
5,"Median",0.132441009657597
15,"Median",-0.0559775538455894
25,"Median",-0.155917229351999
35,"Median",-0.111294189187521
45,"Median",-0.111978876582396
55,"Median",-0.0466963659896547
65,"Median",-0.0424345716938057
75,"Median",-0.0860863281716734
85,"Median",-0.110306451581616
95,"Median",-0.119472457034238
105,"Median",-0.195612741010688
115,"Median",-0.189947403737427
125,"Median",-0.111076696894457
135,"Median",0.189590622261425
145,"Median",0.161276322871746
155,"Median",0.00152249138437019
165,"Median",-0.0641364645919093
175,"Median",-0.145096586938132
185,"Median",-0.193983233725653
195,"Median",-0.15477420720505
-195,"Avg",0.166695214132633
-185,"Avg",0.0723815044242859
-175,"Avg",0.0155082942559806
-165,"Avg",0.00485420495014428
-155,"Avg",0.0248417455833791
-145,"Avg",0.0978466564197745
-135,"Avg",0.202653429316092
-125,"Avg",0.339024850647431
-115,"Avg",0.490233385244733
-105,"Avg",0.708972487710455
-95,"Avg",0.808303085019094
