"position.disgap","Type","LateralAcc"
-145,"Median",5.93203679313609
-135,"Median",5.83385756902121
-125,"Median",5.56231336305334
-115,"Median",5.78500015034448
-105,"Median",5.78736521267107
-95,"Median",11.67619362646
-85,"Median",6.96574558037331
-75,"Median",7.72138099184382
-65,"Median",7.62289620534727
-55,"Median",3.88535889431462
-45,"Median",5.78694805616248
-35,"Median",5.66873045480392
-25,"Median",5.5628426167815
-15,"Median",5.65160512883867
-5,"Median",5.98307290379868
5,"Median",5.98484596612017
15,"Median",5.7924922211966
25,"Median",5.9877564188131
35,"Median",5.75206331798901
45,"Median",4.34220628262684
55,"Median",5.7910275520452
65,"Median",5.79108452828165
75,"Median",5.56605234884639
85,"Median",5.693929777452
95,"Median",5.93550160779674
105,"Median",5.67813880511045
115,"Median",3.94717367775635
125,"Median",5.58098759254898
135,"Median",3.93733599073254
145,"Median",7.68108629841887
155,"Median",4.31915877008414
165,"Median",5.57675682378063
175,"Median",5.60458644188521
185,"Median",5.86284210057621
195,"Median",5.5766334769847
-195,"Avg",6.22660730689858
-185,"Avg",4.34924399694837
-175,"Avg",6.19237566137983
-165,"Avg",7.69420452057136
-155,"Avg",7.28027592946495
-145,"Avg",7.33335432614612
-135,"Avg",6.31543587807187
-125,"Avg",5.1064493733446
-115,"Avg",5.12199093711196
-105,"Avg",8.01453481645827
-95,"Avg",9.81403579081019
-85,"Avg",10.2585451282553
-75,"Avg",10.1503264753257
-65,"Avg",6.94118783089667
-55,"Avg",4.63637214850006
-45,"Avg",6.60109341121907
-35,"Avg",5.36424589081609
-25,"Avg",4.38741244666291
-15,"Avg",5.36971239749052
-5,"Avg",6.90023444211042
5,"Avg",8.13338269717898
15,"Avg",6.11640648535886
25,"Avg",9.51842234269407
35,"Avg",7.81117274908827
45,"Avg",5.85525201284225
55,"Avg",7.44272048096822
65,"Avg",6.85715700226343
75,"Avg",6.23988514693405
85,"Avg",8.425353391451
95,"Avg",7.99051215059382
105,"Avg",6.02934515169431
115,"Avg",4.53037719025514
125,"Avg",6.16381501463167
135,"Avg",7.15940294858664
145,"Avg",9.50936474846434
155,"Avg",4.41308035436615
165,"Avg",5.2706443801611
175,"Avg",5.86396600341683
185,"Avg",7.26802746490761
195,"Avg",5.06883857220127
-195,"Min",3.73395383917806
-185,"Min",1.99425391526626
-175,"Min",3.72394878645441
-165,"Min",3.72133790453102
-155,"Min",3.91239142872224
-145,"Min",5.82281616226964
-135,"Min",3.85818065325979
-125,"Min",3.88351571318486
-115,"Min",3.86421503282589
-105,"Min",1.85282831594577
-95,"Min",4.32008083832122
-85,"Min",5.74367983418626
-75,"Min",5.7388118709272
-65,"Min",5.54711472351947
-55,"Min",1.85447506508991
-45,"Min",3.70449582303671
-35,"Min",3.98551772718097
-25,"Min",1.9377226017807
-15,"Min",3.8672159908229
-5,"Min",3.87658962906126
5,"Min",4.34186233207419
15,"Min",5.59758603841217
25,"Min",5.59576331678424
35,"Min",4.18603821754415
45,"Min",2.78126683690786
55,"Min",2.98719096759407
65,"Min",5.54101568491821
75,"Min",3.68084968764458
85,"Min",3.8562058635277
95,"Min",5.50638896289946
105,"Min",3.72555562238754
115,"Min",3.78237061572101
125,"Min",3.94240692084528
135,"Min",3.63288326811782
145,"Min",5.43597365983174
155,"Min",2.80780284535982
165,"Min",3.83586232396737
175,"Min",3.71778581560066
185,"Min",3.71711083315423
195,"Min",2.86915711346942
