"position.disgap","Type","TLC"
-195,"Max",41.3100608445587
-185,"Max",271.858871000696
-175,"Max",24.600346871586
-165,"Max",14.380444797399
-155,"Max",22.257576089989
-145,"Max",47.8968067818227
-135,"Max",145.855640502322
-125,"Max",78.6800689598484
-115,"Max",23.2834378012103
-105,"Max",32.5211285066874
-95,"Max",30.9792097954673
-85,"Max",79.3404915198179
-75,"Max",44.3847936806494
-65,"Max",27.25486147658
-55,"Max",9.33280067923392
-45,"Max",13.6338823536237
-35,"Max",26.9471793293866
-25,"Max",157.419334223747
-15,"Max",38.0925405290856
-5,"Max",21.3623077733475
5,"Max",23.3848752323684
15,"Max",78.9122420698983
25,"Max",85.7055792027168
35,"Max",31.3970987038035
45,"Max",16.5881858152846
55,"Max",35.2013586171193
65,"Max",93.6347101624071
75,"Max",54.7843290631071
85,"Max",64.5856304161056
95,"Max",23.0977410106975
105,"Max",17.6307603461756
115,"Max",34.7698005672565
125,"Max",118.298467534302
135,"Max",54.5206405238626
145,"Max",26.7191701987501
155,"Max",22.2275252204875
165,"Max",154.4675359417
175,"Max",64.090454965493
185,"Max",40.0764842827549
195,"Max",47.0593988152378
-195,"P85",36.1638893940427
-185,"P85",116.743935906023
-175,"P85",20.2630907385703
-165,"P85",12.4568532265648
-155,"P85",14.226440782316
-145,"P85",43.1920814586686
-135,"P85",128.816400124116
-125,"P85",68.7448424612794
-115,"P85",14.7264244567033
-105,"P85",21.2476632149592
-95,"P85",17.9981030861978
-85,"P85",38.7148649851396
-75,"P85",24.2336057281961
-65,"P85",15.080491044275
-55,"P85",8.58230287237101
-45,"P85",11.2927027962384
-35,"P85",25.6036296652418
-25,"P85",108.817872353741
-15,"P85",33.2164001972826
-5,"P85",18.6501219162347
5,"P85",19.8800327067728
15,"P85",70.9162190957208
25,"P85",76.3859718296967
35,"P85",28.1407809957746
45,"P85",13.1078111096129
55,"P85",32.2830696987675
65,"P85",83.2277514321478
75,"P85",44.4157521435252
85,"P85",29.7577317044651
95,"P85",14.1296793353037
105,"P85",14.4463333845077
115,"P85",29.7123035043347
125,"P85",108.289025638355
135,"P85",49.8145092059242
145,"P85",21.4008192022116
155,"P85",19.6198987470991
165,"P85",143.476935377303
175,"P85",57.6522206211728
185,"P85",30.7697931789989
195,"P85",29.9173656132524
-195,"Median",29.1283647716772
-185,"Median",9.18445451983834
-175,"Median",10.4844840242018
-165,"Median",8.39172728704164
-155,"Median",7.40049207419892
-145,"Median",39.3677865125394
-135,"Median",112.550179362656
-125,"Median",17.0618561286843
-115,"Median",8.54370482564203
-105,"Median",10.9644616477164
-95,"Median",6.3205411353794
-85,"Median",4.38832072391782
-75,"Median",5.49293512589464
-65,"Median",6.06855770658129
-55,"Median",6.29915683707093
-45,"Median",9.22560900431534
-35,"Median",4.8100914131568
-25,"Median",6.06980158115247
-15,"Median",9.13385669411584
-5,"Median",13.4005214410512
5,"Median",11.9800450905731
15,"Median",41.1005340199652
25,"Median",55.1609057953693
35,"Median",20.4136738344504
45,"Median",10.7082375067528
55,"Median",15.7931244902224
65,"Median",15.1975917866228
75,"Median",36.231797914506
85,"Median",5.6297537477276
95,"Median",7.57278765929001
105,"Median",11.3875308503303
115,"Median",22.1268614716131
125,"Median",89.0344149862211
135,"Median",41.0145378254389
145,"Median",15.9999148891209
155,"Median",17.4721286913012
165,"Median",110.516685976253
175,"Median",47.9650421468114
185,"Median",22.120174958957
195,"Median",16.1545243974139
-195,"Avg",23.08793131237
-185,"Avg",59.8571162318543
-175,"Avg",11.4386853497509
-165,"Avg",8.18951568832994
-155,"Avg",8.93405629067893
-145,"Avg",27.2173999399494
-135,"Avg",78.0872828115102
-125,"Avg",34.3418692194501
-115,"Avg",10.5795294936649
-105,"Avg",14.3159979672737
-95,"Avg",10.5343802329187
-85,"Avg",19.6332531769032
-75,"Avg",12.9372503780282
-65,"Avg",9.10492607362179
-55,"Avg",5.33624040745948
-45,"Avg",7.42557664301612
-35,"Avg",11.943291878621
-25,"Avg",48.9121377522696
-15,"Avg",16.7366490656199
-5,"Avg",12.5101625106748
5,"Avg",11.9935959456903
15,"Avg",38.3686369739224
25,"Avg",43.8659410254791
35,"Avg",17.6607498087668
45,"Avg",10.8573650949432
55,"Avg",20.7787331291321
65,"Avg",41.5537360215844
75,"Avg",30.0833689777499
85,"Avg",17.1143635177161
95,"Avg",9.8249670760432
105,"Avg",10.4916203387291
115,"Avg",20.4968132120777
125,"Avg",63.7116898529211
135,"Avg",31.1022114082648
145,"Avg",16.0663464506061
155,"Avg",16.7145476623891
165,"Avg",98.0343054240778
175,"Avg",50.3265276271438
185,"Avg",25.2736411349234
195,"Avg",19.6423975690493
-195,"Min",1.66990905744774
-185,"Min",1.69472759083131
-175,"Min",1.70359065729145
-165,"Min",0.354194954530709
-155,"Min",1.28479609526005
-145,"Min",2.42792791470192
-135,"Min",5.03731618927353
-125,"Min",5.72226495711715
-115,"Min",4.77114766755532
-105,"Min",6.82777485458148
-95,"Min",2.09637821193483
-85,"Min",0.146278116050137
-75,"Min",0.504122165934339
-65,"Min",0.618791640983189
-55,"Min",0.830254971076726
-45,"Min",1.22596704889496
-35,"Min",1.41590426312351
-25,"Min",1.91790741074713
-15,"Min",3.01360131374021
-5,"Min",4.76264704452467
5,"Min",2.76240480878928
15,"Min",2.75843339312331
25,"Min",3.6777263424874
35,"Min",5.11195283864512
45,"Min",5.93068428297076
55,"Min",7.2371219116512
65,"Min",11.0926317275304
75,"Min",4.97661910149258
85,"Min",4.03386085897131
95,"Min",4.74520461176519
105,"Min",2.88850799184574
115,"Min",3.70949216668149
125,"Min",3.86142532652887
135,"Min",4.60665018582588
145,"Min",6.64503601769433
155,"Min",9.18848268179755
165,"Min",13.8718994198604
175,"Min",41.7178175165379
185,"Min",19.1771331707235
195,"Min",3.87404278703293
