"position.disgap","Type","P85LongitudinalSpeed"
-195,"Max",83.6040632686444
-185,"Max",84.3624194920152
-175,"Max",85.0649100993287
-165,"Max",85.7295503152707
-155,"Max",86.1539189101891
-145,"Max",86.4498575139099
-135,"Max",86.468263890837
-125,"Max",86.0876186319749
-115,"Max",85.5874279383976
-105,"Max",84.7669937527091
-95,"Max",81.8723499821279
-85,"Max",81.8880251911782
-75,"Max",82.0058476613298
-65,"Max",82.1108128629028
-55,"Max",82.2020879472749
-45,"Max",81.9296154390305
-35,"Max",81.5913768458966
-25,"Max",81.2118336290167
-15,"Max",80.8800362227173
-5,"Max",80.5095723740988
5,"Max",80.2122289986819
15,"Max",79.8711650251812
25,"Max",78.8542964086119
35,"Max",75.1125698316835
45,"Max",70.0190073446909
55,"Max",64.760127560803
65,"Max",61.2090869529001
75,"Max",60.0032290120051
85,"Max",59.6548525272999
95,"Max",58.8332879815489
105,"Max",58.1492537916012
115,"Max",54.3718115990076
125,"Max",50.8220874345184
135,"Max",50.4692989021945
145,"Max",50.1503365892492
155,"Max",49.8138668990931
165,"Max",49.4823406809308
175,"Max",49.2112730179721
185,"Max",48.9696068580763
195,"Max",48.8007219726986
-195,"P85",82.5766233641293
-185,"P85",83.1517321381202
-175,"P85",83.3155203932207
-165,"P85",83.351099128219
-155,"P85",83.3392717699184
-145,"P85",83.1582407137166
-135,"P85",82.9110778013638
-125,"P85",82.5575625921878
-115,"P85",82.4921381011701
-105,"P85",82.3994810098671
-95,"P85",81.7855367152686
-85,"P85",80.3560848297803
-75,"P85",80.121467302391
-65,"P85",79.8866362345565
-55,"P85",79.6309766563513
-45,"P85",79.2994342095981
-35,"P85",78.978167145835
-25,"P85",78.6078191390134
-15,"P85",78.267131267559
-5,"P85",77.9865304931318
5,"P85",77.635038344902
15,"P85",76.685139484895
25,"P85",73.6943538929654
35,"P85",68.9929517216323
45,"P85",63.271466281618
55,"P85",61.115795848783
65,"P85",59.9663222251838
75,"P85",59.4147501928446
85,"P85",59.0816837932614
95,"P85",58.6195592107789
105,"P85",56.2296405017162
115,"P85",52.7838024665317
125,"P85",49.7487996252294
135,"P85",49.3847104811106
145,"P85",49.0454140778262
155,"P85",48.7171173533238
165,"P85",48.4247453269155
175,"P85",48.1644641401393
185,"P85",47.9851530621805
195,"P85",47.9317467008031
-195,"Median",80.2449934524825
-185,"Median",80.2326348524683
-175,"Median",80.1735132173073
-165,"Median",80.3015031414421
-155,"Median",80.4470293165831
-145,"Median",80.5986024992858
-135,"Median",80.7087390464329
-125,"Median",80.8456495435628
-115,"Median",80.7634533154313
-105,"Median",80.5610093690256
-95,"Median",80.2759180288638
-85,"Median",78.904708148868
-75,"Median",77.5424528505509
-65,"Median",77.1997338575283
-55,"Median",76.8440073988469
-45,"Median",76.4867316669674
-35,"Median",74.7866340791109
-25,"Median",72.1851185444139
-15,"Median",68.5115217532834
-5,"Median",65.5542099600136
5,"Median",63.362926178332
15,"Median",60.7870241855347
25,"Median",58.2810507138663
35,"Median",56.0048827879656
45,"Median",55.2164836213037
55,"Median",52.5084438921118
65,"Median",49.7920643313174
75,"Median",49.877442621346
85,"Median",49.9286169191106
95,"Median",49.9773608318927
105,"Median",50.0114024905886
115,"Median",49.8892120221101
125,"Median",48.8165468358794
135,"Median",48.0766997920841
145,"Median",47.8520200359215
155,"Median",47.5805467893546
165,"Median",47.3421572470683
175,"Median",47.1516808326674
185,"Median",47.0288607363145
195,"Median",47.1808146549955
-195,"Avg",80.7573806805264
-185,"Avg",81.0733097702524
-175,"Avg",81.2060842378163
-165,"Avg",81.3050193030172
-155,"Avg",81.3660334262428
-145,"Avg",81.3753481241526
-135,"Avg",81.2995620148337
-125,"Avg",81.1440081411649
-115,"Avg",80.9670769041493
-105,"Avg",80.7085104728733
-95,"Avg",80.062105663241
-85,"Avg",79.0734409160402
-75,"Avg",77.7601868516672
-65,"Avg",76.1449772122602
-55,"Avg",74.5823147888612
-45,"Avg",73.1520232880443
-35,"Avg",71.7420137835675
-25,"Avg",69.9763703808171
-15,"Avg",67.7399242007489
-5,"Avg",65.7331847183219
5,"Avg",63.7792031858147
15,"Avg",61.8828835380468
25,"Avg",60.4002477969174
35,"Avg",58.2948398064492
45,"Avg",56.2585390313197
55,"Avg",54.3475472297398
65,"Avg",52.6466921828038
75,"Avg",51.2483288930643
85,"Avg",50.9536778009165
95,"Avg",50.9055552192224
105,"Avg",50.476719883415
115,"Avg",49.2955243917682
125,"Avg",47.851247961098
135,"Avg",47.0974802925726
145,"Avg",46.5072836180557
155,"Avg",45.4923104054322
165,"Avg",45.3740195026577
175,"Avg",45.4807715570087
185,"Avg",45.6030821254561
195,"Avg",45.847765399511
-195,"Min",78.6521834877309
-185,"Min",79.145026542928
-175,"Min",79.4404720317317
-165,"Min",79.1015520678426
-155,"Min",78.7650116959421
-145,"Min",78.4264235265226
-135,"Min",78.0861567497024
-125,"Min",77.7400038820418
-115,"Min",77.3809844507031
-105,"Min",77.0613506523492
-95,"Min",76.6877634632129
-85,"Min",76.3542914084725
-75,"Min",74.7067269743248
-65,"Min",69.9072155881263
-55,"Min",66.1165857111485
-45,"Min",62.31487087506
-35,"Min",58.2837053864507
-25,"Min",53.998099075027
-15,"Min",48.9758410736514
-5,"Min",47.3800185261047
5,"Min",47.082348483823
15,"Min",47.08309788205
25,"Min",47.4355567357821
35,"Min",47.8334876765278
45,"Min",47.7455619471624
55,"Min",47.6087808978971
65,"Min",47.4688384064458
75,"Min",41.1230613995476
85,"Min",39.862448246301
95,"Min",40.6066401863036
105,"Min",41.319984290961
115,"Min",41.4827073989314
125,"Min",41.2007378379781
135,"Min",40.8438525323519
145,"Min",40.4870846977527
155,"Min",39.4642393137266
165,"Min",39.1153674204224
175,"Min",39.8859392067217
185,"Min",40.5618224647222
195,"Min",41.2835570605608
