"position.disgap","Type","Steering"
-195,"Max",0.0059047619047619
-185,"Max",0.00521052631578947
-175,"Max",0.0046
-165,"Max",0.00746428571428571
-155,"Max",0.00678947368421053
-145,"Max",0.00105882352941176
-135,"Max",0.00466666666666667
-125,"Max",0.0025
-115,"Max",0.000238095238095238
-105,"Max",0
-95,"Max",0
-85,"Max",0
-75,"Max",0
-65,"Max",0.000916666666666667
-55,"Max",0.00056
-45,"Max",0.00421428571428571
-35,"Max",0.008
-25,"Max",0.009125
-15,"Max",0.01
-5,"Max",0.00944
5,"Max",0.0173157894736842
15,"Max",0.0167857142857143
25,"Max",0.00494736842105263
35,"Max",0.0225925925925926
45,"Max",0.0374074074074074
55,"Max",0.0195714285714286
65,"Max",0.0115714285714286
75,"Max",0.00752
85,"Max",0.00705555555555556
95,"Max",0.01025
105,"Max",0.00748
115,"Max",0.0136296296296296
125,"Max",0.0130555555555556
135,"Max",0.0113333333333333
145,"Max",0.00361111111111111
155,"Max",0.0058
165,"Max",0.0145555555555556
175,"Max",0.0082
185,"Max",0.0114666666666667
195,"Max",0.0111111111111111
-195,"P85",0.00522619047619048
-185,"P85",0.00391374269005848
-175,"P85",0.00358
-165,"P85",0.00348145604395604
-155,"P85",0.00180847953216374
-145,"P85",0.000949488491048593
-135,"P85",0.00404166666666667
-125,"P85",0.00228804347826087
-115,"P85",5.95238095238095e-05
-105,"P85",-0.00075
-95,"P85",-0.0015
-85,"P85",-0.00233333333333333
-75,"P85",-0.00214285714285714
-65,"P85",0.000229166666666667
-55,"P85",-0.00167034482758621
-45,"P85",-1.78571428571428e-05
-35,"P85",5e-04
-25,"P85",0.00549553571428571
-15,"P85",0.00496428571428571
-5,"P85",0.00624235294117647
5,"P85",0.0167289473684211
15,"P85",0.00990796703296703
25,"P85",0.00493327067669173
35,"P85",0.0119481481481481
45,"P85",0.0161018518518519
55,"P85",0.0112053571428571
65,"P85",0.00809873949579832
75,"P85",0.00713
85,"P85",0.000858716475095785
95,"P85",0.0054453125
105,"P85",0.00622483870967742
115,"P85",0.00603240740740741
125,"P85",0.00824603174603175
135,"P85",0.00602083333333333
145,"P85",0.00345277777777778
155,"P85",0.0052
165,"P85",0.00888888888888889
175,"P85",0.00746071428571429
185,"P85",0.00436666666666667
195,"P85",0.00457777777777778
-195,"Median",0.00048
-185,"Median",-0.000470588235294118
-175,"Median",0.00309545454545455
-165,"Median",0.000696078431372549
-155,"Median",-0.00102631578947368
-145,"Median",-0.00124448529411765
-135,"Median",0.000589080459770115
-125,"Median",5e-04
-115,"Median",-0.00179166666666667
-105,"Median",-0.00196973684210526
-95,"Median",-0.00772
-85,"Median",-0.00708
-75,"Median",-0.00422314814814815
-65,"Median",-0.006525
-55,"Median",-0.00327472527472527
-45,"Median",-0.00489910600255428
-35,"Median",-0.00486363636363636
-25,"Median",0.00138026315789474
-15,"Median",-0.00098125
-5,"Median",0.00218424317617866
5,"Median",0.00294444444444444
15,"Median",0.0001875
25,"Median",0.00322368421052632
35,"Median",0.006
45,"Median",0.00541666666666667
55,"Median",-0.00101111111111111
65,"Median",-0.00191666666666667
75,"Median",0.000502150537634409
85,"Median",-0.00487096774193548
95,"Median",-0.00586666666666667
105,"Median",-0.0069
115,"Median",-0.00266856060606061
125,"Median",0.00257142857142857
135,"Median",0.0025
145,"Median",-0.00150909090909091
155,"Median",0.00417391304347826
165,"Median",0.00677601809954751
175,"Median",0.00333630952380952
185,"Median",-0.000680952380952381
195,"Median",-0.00199147727272727
-195,"Avg",0.000491349206349206
-185,"Avg",0.00075013855444712
-175,"Avg",0.00200515151515152
-165,"Avg",0.00153376607053078
-155,"Avg",0.00013642611449629
-145,"Avg",-0.00173757281898267
-135,"Avg",0.000439949896846449
-125,"Avg",-1.64746686485817e-05
-115,"Avg",-0.00205433455433455
-105,"Avg",-0.00297476076555024
-95,"Avg",-0.00636962962962963
-85,"Avg",-0.00649105048782798
-75,"Avg",-0.00557901234567901
-65,"Avg",-0.00496984126984127
-55,"Avg",-0.00338202209029795
-45,"Avg",-0.0041243051754546
-35,"Avg",-0.00324482323232323
-25,"Avg",0.000400334972045498
-15,"Avg",-0.000505654761904762
-5,"Avg",0.00222826205420133
5,"Avg",0.00581744639376218
15,"Avg",0.000533053520553521
25,"Avg",-0.00156487372276846
35,"Avg",0.00714435074955908
45,"Avg",0.00949567901234568
55,"Avg",0.00240340307840308
65,"Avg",-0.00335345471521942
75,"Avg",-0.00466892961876833
85,"Avg",-0.00372626036572088
95,"Avg",-0.0063427876984127
105,"Avg",-0.00527399719495091
115,"Avg",6.06561648228314e-05
125,"Avg",0.00238321863321863
135,"Avg",0.00109346448570587
145,"Avg",-0.000903559403559404
155,"Avg",0.000298248792270531
165,"Avg",0.00345328549446197
175,"Avg",0.0037218983426704
185,"Avg",-0.00289039224664225
195,"Avg",-0.00213789983164983
-195,"Min",-0.00691666666666667
-185,"Min",-0.00225
-175,"Min",-0.001
-165,"Min",-0.001
-155,"Min",-0.00268181818181818
-145,"Min",-0.00586666666666667
-135,"Min",-0.0045
-125,"Min",-0.00353846153846154
-115,"Min",-0.00523076923076923
-105,"Min",-0.00863636363636364
-95,"Min",-0.0116666666666667
-85,"Min",-0.0110869565217391
-75,"Min",-0.0143928571428571
-65,"Min",-0.0094
-55,"Min",-0.00788888888888889
-45,"Min",-0.009
-35,"Min",-0.00886666666666667
-25,"Min",-0.007
-15,"Min",-0.00735714285714286
-5,"Min",-0.006
5,"Min",-0.006
15,"Min",-0.0207777777777778
25,"Min",-0.0239230769230769
35,"Min",-0.0040952380952381
45,"Min",-0.005
55,"Min",-0.00654545454545455
65,"Min",-0.0242
75,"Min",-0.0334545454545455
85,"Min",-0.011
95,"Min",-0.02056
105,"Min",-0.0191304347826087
115,"Min",-0.006
125,"Min",-0.00977272727272727
135,"Min",-0.0131379310344828
145,"Min",-0.00545
155,"Min",-0.0129583333333333
165,"Min",-0.0129333333333333
175,"Min",-0.000411764705882353
185,"Min",-0.0183846153846154
195,"Min",-0.0148888888888889
